Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
xuiOptionsAudioAOPSoundSwapBear,UI,MainMenu,,,"Bears",,"Bären","Osos","Ours","Orsi","クマ","곰","Niedźwiedzie","Ursos","Медведи","Ayılar","熊","熊"
xuiOptionsAudioAOPSoundSwapBearTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapBoar,UI,MainMenu,,,"Boars",,"Wildschweine","Jabalíes","Sangliers","Cinghiali","イノシシ","멧돼지","Dziki","Javalis","Кабаны","Yaban domuzları","野猪","野豬"
xuiOptionsAudioAOPSoundSwapBoarTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapCanines,UI,MainMenu,,,"Canines (Dogs)",,"Hundeartige (Hunde)","Cánidos (Perros)","Canidés (Chiens)","Canidi (Cani)","イヌ科（犬）","개과 (개)","Psowate (Psy)","Canídeos (Cães)","Псовые (Собаки)","Köpekgiller (Köpekler)","犬科（犬）","犬科（犬）"
xuiOptionsAudioAOPSoundSwapCaninesTooltip,UI,MainMenu,,,"When swapped, pain and death sounds for wolves, dire wolves, and zombie dogs are replaced with existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche von Wölfen, Schreckenswölfen und Zombiehunden durch vorhandene, nicht verletzungsbezogene Geräusche ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte de lobos, lobos terribles y perros zombi se reemplazan por sonidos no relacionados con heridas.","Lorsqu'ils sont échangés, les sons de douleur et de mort des loups, loups redoutables et chiens zombies sont remplacés par des sons existants non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte di lupi, lupi feroci e cani zombi vengono sostituiti con suoni esistenti non legati alle ferite.","差し替えると、オオカミ、ダイアウルフ、ゾンビ犬の痛みと死亡の音は、既存の非負傷系サウンドに置き換わります。","교체하면 늑대, 다이어 울프, 좀비 개의 고통 및 사망 사운드가 기존 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci wilków, strasznych wilków i zombie psów są zastępowane istniejącymi dźwiękami niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte de lobos, lobos atrozes e cães zumbis são substituídos por sons existentes não relacionados a ferimentos.","При замене звуки боли и смерти волков, лютоволков и зомби-псов заменяются существующими звуками, не связанными с травмами.","Değiştirildiğinde kurt, korkunç kurt ve zombi köpeklerin acı ve ölüm sesleri mevcut yaralanma dışı seslerle değiştirilir.","替换后，狼、恐狼和僵尸犬的受伤与死亡音效会替换为现有的非受伤类音效。","替換後，狼、恐狼和殭屍犬的受傷與死亡音效會替換為現有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapChicken,UI,MainMenu,,,"Chickens",,"Hühner","Gallinas","Poulets","Polli","ニワトリ","닭","Kury","Galinhas","Куры","Tavuklar","鸡","雞"
xuiOptionsAudioAOPSoundSwapChickenTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapDireWolf,UI,MainMenu,,,"Canines",,"Hundeartige","Cánidos","Canidés","Canidi","イヌ科","개과","Psowate","Canídeos","Псовые","Köpekgiller","犬科","犬科"
xuiOptionsAudioAOPSoundSwapDireWolfTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapMountainLion,UI,MainMenu,,,"Mountain Lions",,"Berglöwen","Pumas","Pumas","Puma","ピューマ","퓨마","Pumy","Pumas","Пумы","Pumalar","美洲狮","美洲獅"
xuiOptionsAudioAOPSoundSwapMountainLionTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapRabbit,UI,MainMenu,,,"Rabbits",,"Kaninchen","Conejos","Lapins","Conigli","ウサギ","토끼","Króliki","Coelhos","Кролики","Tavşanlar","兔子","兔子"
xuiOptionsAudioAOPSoundSwapRabbitTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapSnake,UI,MainMenu,,,"Snakes",,"Schlangen","Serpientes","Serpents","Serpenti","ヘビ","뱀","Węże","Cobras","Змеи","Yılanlar","蛇","蛇"
xuiOptionsAudioAOPSoundSwapSnakeTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapStag,UI,MainMenu,,,"Deer",,"Hirsche","Ciervos","Cerfs","Cervi","シカ","사슴","Jelenie","Cervos","Олени","Geyikler","鹿","鹿"
xuiOptionsAudioAOPSoundSwapStagTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapVulture,UI,MainMenu,,,"Vultures",,"Geier","Buitres","Vautours","Avvoltoi","ハゲワシ","독수리","Sępy","Abutres","Стервятники","Akbabalar","秃鹫","禿鷲"
xuiOptionsAudioAOPSoundSwapVultureTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapWolf,UI,MainMenu,,,"Canines",,"Hundeartige","Cánidos","Canidés","Canidi","イヌ科","개과","Psowate","Canídeos","Псовые","Köpekgiller","犬科","犬科"
xuiOptionsAudioAOPSoundSwapWolfTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSoundSwapZombieDog,UI,MainMenu,,,"Canines",,"Hundeartige","Cánidos","Canidés","Canidi","イヌ科","개과","Psowate","Canídeos","Псовые","Köpekgiller","犬科","犬科"
xuiOptionsAudioAOPSoundSwapZombieDogTooltip,UI,MainMenu,,,"When swapped, pain and death sounds are replaced with the animal's existing non-injury sounds.",,"Wenn getauscht, werden Schmerz- und Todesgeräusche durch vorhandene, nicht verletzungsbezogene Geräusche des Tiers ersetzt.","Al intercambiarlos, los sonidos de dolor y muerte se reemplazan por sonidos no relacionados con heridas que ya tiene el animal.","Lorsqu'ils sont échangés, les sons de douleur et de mort sont remplacés par des sons existants de l'animal, non liés aux blessures.","Quando sono sostituiti, i suoni di dolore e morte vengono sostituiti con suoni esistenti dell'animale non legati alle ferite.","差し替えると、痛みと死亡の音は、その動物が既に持つ非負傷系の音に置き換わります。","교체하면 고통 및 사망 사운드가 해당 동물이 원래 가진 비부상 사운드로 대체됩니다.","Po podmianie odgłosy bólu i śmierci są zastępowane istniejącymi odgłosami zwierzęcia niezwiązanymi z obrażeniami.","Quando substituído, os sons de dor e morte são substituídos pelos sons não relacionados a ferimentos já existentes do animal.","При замене звуки боли и смерти заменяются существующими у этого животного звуками, не связанными с травмами.","Değiştirildiğinde, acı ve ölüm sesleri hayvanın mevcut, yaralanmayla ilgili olmayan sesleriyle değiştirilir.","替换后，受伤和死亡音效会替换为该动物原有的非受伤类音效。","替換後，受傷和死亡音效會替換為該動物原有的非受傷類音效。"
xuiOptionsAudioAOPSwapSettingDefault,UI,MainMenu,,,"Default",,"Standard","Predeterminado","Par défaut","Predefinito","デフォルト","기본값","Domyślne","Padrão","По умолчанию","Varsayılan","默认","預設"
xuiOptionsAudioAOPSwapSettingSwapped,UI,MainMenu,,,"Swapped",,"Ausgetauscht","Intercambiado","Remplacé","Sostituito","差し替え済み","교체됨","Podmieniony","Substituído","Заменён","Değiştirildi","已替换","已替換"
xuiOptionsAudioAOPVolumeProfiles,UI,MainMenu,,,"Volume Profiles",,"Lautstärkeprofile","Perfiles de volumen","Profils de volume","Profili di volume","音量プロファイル","볼륨 프로필","Profile głośności","Perfis de volume","Профили громкости","Ses Profilleri","音量配置","音量設定檔"
xuiOptionsAudioAOPVolumeProfilesAllDoorTypes,UI,MainMenu,,,"All Door Types",,"Alle Türtypen","Todos los tipos de puerta","Tous les types de portes","Tutti i tipi di porta","すべてのドア種類","모든 문 종류","Wszystkie typy drzwi","Todos os tipos de porta","Все типы дверей","Tüm Kapı Türleri","所有门类型","所有門類型"
xuiOptionsAudioAOPVolumeProfilesAllDoorTypesTooltip,UI,MainMenu,,,"Adjusts door, hatch, vault, cellar, and bridge mechanism sounds.",,"Passt Geräusche von Türen, Luken, Tresoren, Kellern und Brückenmechanismen an.","Ajusta los sonidos de puertas, escotillas, bóvedas, sótanos y mecanismos de puente.","Ajuste les sons des portes, trappes, coffres forts, caves et mécanismes de pont.","Regola i suoni di porte, botole, caveau, cantine e meccanismi dei ponti.","ドア、ハッチ、金庫扉、地下室、橋機構の音を調整します。","문, 해치, 금고문, 지하실, 다리 장치 사운드를 조정합니다.","Dostosowuje dźwięki drzwi, włazów, skarbców, piwnic i mechanizmów mostów.","Ajusta os sons de portas, escotilhas, cofres, porões e mecanismos de ponte.","Регулирует звуки дверей, люков, хранилищ, подвалов и мостовых механизмов.","Kapı, kapak, kasa, mahzen ve köprü mekanizması seslerini ayarlar.","调整门、舱门、保险库、地窖和桥梁机构音效。","調整門、艙門、保險庫、地窖和橋梁機構音效。"
xuiOptionsAudioAOPVolumeProfilesAnimalPainDeath,UI,MainMenu,,,"Animal Pain and Death",,"Tier-Schmerz und Tod","Dolor y muerte de animales","Douleur et mort des animaux","Dolore e morte degli animali","動物の痛みと死亡","동물 고통 및 사망","Ból i śmierć zwierząt","Dor e morte de animais","Боль и смерть животных","Hayvan Acı ve Ölüm","动物受伤与死亡","動物受傷與死亡"
xuiOptionsAudioAOPVolumeProfilesAnimalPainDeathTooltip,UI,MainMenu,,,"Adjusts animal pain and death sounds. You can swap these to non-harm sounds in the Sound Swap tab.",,"Passt Tier-Schmerz- und Todesgeräusche an. Im Tab Sound-Tausch können diese gegen nicht-verletzungsbezogene Geräusche ersetzt werden.","Ajusta los sonidos de dolor y muerte de animales. Puedes cambiarlos por sonidos no relacionados con daño en la pestaña Intercambio de sonidos.","Ajuste les sons de douleur et de mort des animaux. Vous pouvez les remplacer par des sons non liés aux blessures dans l'onglet Permutation des sons.","Regola i suoni di dolore e morte degli animali. Puoi sostituirli con suoni non legati alle ferite nella scheda Scambio suoni.","動物の痛みと死亡の音を調整します。サウンド差し替えタブで、負傷に関係しない音へ置き換えられます。","동물의 고통 및 사망 사운드를 조정합니다. 사운드 교체 탭에서 비부상 사운드로 바꿀 수 있습니다.","Dostosowuje odgłosy bólu i śmierci zwierząt. W zakładce Podmiana dźwięków możesz zamienić je na dźwięki niezwiązane z obrażeniami.","Ajusta os sons de dor e morte dos animais. Você pode trocá-los por sons não relacionados a ferimentos na aba Troca de sons.","Регулирует звуки боли и смерти животных. На вкладке «Замена звуков» их можно заменить на звуки, не связанные с травмами.","Hayvan acı ve ölüm seslerini ayarlar. Ses Değişimi sekmesinde bunları yaralanma dışı seslerle değiştirebilirsiniz.","调整动物受伤和死亡音效。你可以在“声音替换”页签中将其替换为非受伤类音效。","調整動物受傷和死亡音效。你可以在「聲音替換」分頁中將其替換為非受傷類音效。"
