Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
ironDoorYellowAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Yellow Iron Door",,"[ddcdfa](Holz)[-] Gelbe Eisentür","[ddcdfa](Madera)[-] Puerta de hierro amarilla","[ddcdfa](Bois)[-] Porte en fer jaune","[ddcdfa](Legno)[-] Porta di ferro gialla","[ddcdfa](木材)[-] 鉄製ドア（黄色）","[ddcdfa](목재)[-] 노란색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – żółte","[ddcdfa](Madeira)[-] Porta de ferro amarela","[ddcdfa](Дерево)[-] Желтая железная дверь","[ddcdfa](Tahta)[-] Sarı Demir Kapı","[ddcdfa](木头)[-] 黄色铁门","[ddcdfa](木頭)[-] 黃色鐵門"
ironDoorYellowAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Yellow Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Gelbe Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro amarilla [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer jaune [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro gialla [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（黄色） [decea3]プレーン[-]","[ddcdfa](목재)[-] 노란색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – żółte [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro amarela [decea3]Simples[-]","[ddcdfa](Дерево)[-] Желтая железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Sarı Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 黄色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 黃色鐵門 [decea3]簡潔[-]"
ironDoorGreenAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Green Iron Door",,"[ddcdfa](Holz)[-] Grüne Eisentür","[ddcdfa](Madera)[-] Puerta de hierro verde","[ddcdfa](Bois)[-] Porte en fer verte","[ddcdfa](Legno)[-] Porta di ferro verde","[ddcdfa](木材)[-] 鉄製ドア（緑）","[ddcdfa](목재)[-] 녹색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – zielone","[ddcdfa](Madeira)[-] Porta de ferro verde","[ddcdfa](Дерево)[-] Зеленая железная дверь","[ddcdfa](Tahta)[-] Yeşil Demir Kapı","[ddcdfa](木头)[-] 绿色铁门","[ddcdfa](木頭)[-] 綠色鐵門"
ironDoorGreenAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Green Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Grüne Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro verde [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer verte [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro verde [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（緑） [decea3]プレーン[-]","[ddcdfa](목재)[-] 녹색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – zielone [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro verde [decea3]Simples[-]","[ddcdfa](Дерево)[-] Зеленая железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Yeşil Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 绿色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 綠色鐵門 [decea3]簡潔[-]"
ironDoorBlueAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Blue Iron Door",,"[ddcdfa](Holz)[-] Blaue Eisentür","[ddcdfa](Madera)[-] Puerta de hierro azul","[ddcdfa](Bois)[-] Porte en fer bleue","[ddcdfa](Legno)[-] Porta di ferro blu","[ddcdfa](木材)[-] 鉄製ドア（青）","[ddcdfa](목재)[-] 파란색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – niebieskie","[ddcdfa](Madeira)[-] Porta de ferro azul","[ddcdfa](Дерево)[-] Синяя железная дверь","[ddcdfa](Tahta)[-] Mavi Demir Kapı","[ddcdfa](木头)[-] 蓝色铁门","[ddcdfa](木頭)[-] 藍色鐵門"
ironDoorBlueAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Blue Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Blaue Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro azul [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer bleue [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro blu [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（青） [decea3]プレーン[-]","[ddcdfa](목재)[-] 파란색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – niebieskie [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro azul [decea3]Simples[-]","[ddcdfa](Дерево)[-] Синяя железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Mavi Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 蓝色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 藍色鐵門 [decea3]簡潔[-]"
ironDoorPurpleAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Purple Iron Door",,"[ddcdfa](Holz)[-] Lilafarbene Eisentür","[ddcdfa](Madera)[-] Puerta de hierro violeta","[ddcdfa](Bois)[-] Porte en fer violette","[ddcdfa](Legno)[-] Porta di ferro viola","[ddcdfa](木材)[-] 鉄製ドア（紫）","[ddcdfa](목재)[-] 보라색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – fioletowe","[ddcdfa](Madeira)[-] Porta de ferro roxa","[ddcdfa](Дерево)[-] Фиолетовая железная дверь","[ddcdfa](Tahta)[-] Mor Demir Kapı","[ddcdfa](木头)[-] 紫色铁门","[ddcdfa](木頭)[-] 紫色鐵門"
ironDoorPurpleAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Purple Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Lilafarbene Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro violeta [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer violette [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro viola [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（紫） [decea3]プレーン[-]","[ddcdfa](목재)[-] 보라색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – fioletowe [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro roxa [decea3]Simples[-]","[ddcdfa](Дерево)[-] Фиолетовая железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Mor Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 紫色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 紫色鐵門 [decea3]簡潔[-]"
ironDoorGreyAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Grey Iron Door",,"[ddcdfa](Holz)[-] Graue Eisentür","[ddcdfa](Madera)[-] Puerta de hierro gris","[ddcdfa](Bois)[-] Porte en fer grise","[ddcdfa](Legno)[-] Porta di ferro grigia","[ddcdfa](木材)[-] 鉄製ドア（灰色）","[ddcdfa](목재)[-] 회색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – szare","[ddcdfa](Madeira)[-] Porta de ferro cinza","[ddcdfa](Дерево)[-] Серая железная дверь","[ddcdfa](Tahta)[-] Gri Demir Kapı","[ddcdfa](木头)[-] 灰色铁门","[ddcdfa](木頭)[-] 灰色鐵門"
ironDoorGreyAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Grey Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Graue Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro gris [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer grise [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro grigia [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（灰色） [decea3]プレーン[-]","[ddcdfa](목재)[-] 회색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – szare [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro cinza [decea3]Simples[-]","[ddcdfa](Дерево)[-] Серая железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Gri Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 灰色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 灰色鐵門 [decea3]簡潔[-]"
ironDoorBlackAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Black Iron Door",,"[ddcdfa](Holz)[-] Schwarze Eisentür","[ddcdfa](Madera)[-] Puerta de hierro negra","[ddcdfa](Bois)[-] Porte en fer noire","[ddcdfa](Legno)[-] Porta di ferro nera","[ddcdfa](木材)[-] 鉄製ドア（黒）","[ddcdfa](목재)[-] 검정색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – czarne","[ddcdfa](Madeira)[-] Porta de ferro preta","[ddcdfa](Дерево)[-] Черная железная дверь","[ddcdfa](Tahta)[-] Siyah Demir Kapı","[ddcdfa](木头)[-] 黑色铁门","[ddcdfa](木頭)[-] 黑色鐵門"
ironDoorBlackAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Black Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Schwarze Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro negra [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer noire [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro nera [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（黒） [decea3]プレーン[-]","[ddcdfa](목재)[-] 검정색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – czarne [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro preta [decea3]Simples[-]","[ddcdfa](Дерево)[-] Черная железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Siyah Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 黑色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 黑色鐵門 [decea3]簡潔[-]"
ironDoorPinkAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Pink Iron Door",,"[ddcdfa](Holz)[-] Rosafarbene Eisentür","[ddcdfa](Madera)[-] Puerta de hierro rosa","[ddcdfa](Bois)[-] Porte en fer rose","[ddcdfa](Legno)[-] Porta di ferro rosa","[ddcdfa](木材)[-] 鉄製ドア（ピンク）","[ddcdfa](목재)[-] 분홍색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – różowe","[ddcdfa](Madeira)[-] Porta de ferro rosa","[ddcdfa](Дерево)[-] Розовая железная дверь","[ddcdfa](Tahta)[-] Pembe Demir Kapı","[ddcdfa](木头)[-] 粉色铁门","[ddcdfa](木頭)[-] 粉紅色鐵門"
ironDoorPinkAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Pink Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Rosafarbene Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro rosa [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer rose [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro rosa [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（ピンク） [decea3]プレーン[-]","[ddcdfa](목재)[-] 분홍색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – różowe [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro rosa [decea3]Simples[-]","[ddcdfa](Дерево)[-] Розовая железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Pembe Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 粉色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 粉紅色鐵門 [decea3]簡潔[-]"
ironDoorArmyGreenAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Army Green Iron Door",,"[ddcdfa](Holz)[-] Armeegrüne Eisentür","[ddcdfa](Madera)[-] Puerta de hierro verde militar","[ddcdfa](Bois)[-] Porte en fer kaki","[ddcdfa](Legno)[-] Porta di ferro verde militare","[ddcdfa](木材)[-] 鉄製ドア（アーミーグリーン）","[ddcdfa](목재)[-] 아미 녹색 철제 문","[ddcdfa](Drewno)[-] Żelazne drzwi – moro","[ddcdfa](Madeira)[-] Porta de ferro verde-militar","[ddcdfa](Дерево)[-] Железная дверь цвета хаки","[ddcdfa](Tahta)[-] Askeri Yeşil Demir Kapı","[ddcdfa](木头)[-] 军绿色铁门","[ddcdfa](木頭)[-] 軍綠色鐵門"
ironDoorArmyGreenAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Army Green Iron Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Armeegrüne Eisentür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro verde militar [decea3]Simple[-]","[ddcdfa](Bois)[-] Porte en fer kaki [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro verde militare [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（アーミーグリーン） [decea3]プレーン[-]","[ddcdfa](목재)[-] 아미 녹색 철제 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – moro [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro verde-militar [decea3]Simples[-]","[ddcdfa](Дерево)[-] Железная дверь цвета хаки [decea3]Простой[-]","[ddcdfa](Tahta)[-] Askeri Yeşil Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 军绿色铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 軍綠色鐵門 [decea3]簡潔[-]"
oldWoodDoorDoubleAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Wood Double Door",,"[ddcdfa](Holz)[-] Holzdoppeltür","[ddcdfa](Madera)[-] Puerta de madera doble","[ddcdfa](Bois)[-] Double porte en bois","[ddcdfa](Legno)[-] Porta di legno doppia","[ddcdfa](木材)[-] 木製ドア（ダブル）","[ddcdfa](목재)[-] 목재 더블 문","[ddcdfa](Drewno)[-] Drewniane drzwi – podwójne","[ddcdfa](Madeira)[-] Porta dupla de madeira","[ddcdfa](Дерево)[-] Двойная деревянная дверь","[ddcdfa](Tahta)[-] Çift Kanatlı Tahta Kapı","[ddcdfa](木头)[-] 双开木门","[ddcdfa](木頭)[-] 雙木門"
oldWoodDoorDoubleAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] Wood Double Door [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Holzdoppeltür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de madera doble [decea3]Simple[-]","[ddcdfa](Bois)[-] Double porte en bois [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di legno doppia [decea3]Semplice[-]","[ddcdfa](木材)[-] 木製ドア（ダブル） [decea3]プレーン[-]","[ddcdfa](목재)[-] 목재 더블 문 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Drewniane drzwi – podwójne [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta dupla de madeira [decea3]Simples[-]","[ddcdfa](Дерево)[-] Двойная деревянная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Çift Kanatlı Tahta Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 双开木门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 雙木門 [decea3]簡潔[-]"
ironDoorDoubleWhiteAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] White Iron Door Double",,"[ddcdfa](Holz)[-] Weiße Eisendoppeltür","[ddcdfa](Madera)[-] Puerta de hierro doble blanca","[ddcdfa](Bois)[-] Double porte en fer blanche","[ddcdfa](Legno)[-] Porta di ferro doppia bianca","[ddcdfa](木材)[-] 鉄製ドア（白・ダブル）","[ddcdfa](목재)[-] 흰색 철제 문 더블","[ddcdfa](Drewno)[-] Żelazne drzwi – białe, podwójne","[ddcdfa](Madeira)[-] Porta de ferro dupla branca","[ddcdfa](Дерево)[-] Белая двойная железная дверь","[ddcdfa](Tahta)[-] Çift Kanatlı Beyaz Demir Kapı","[ddcdfa](木头)[-] 白色双开铁门","[ddcdfa](木頭)[-] 白色雙鐵門"
ironDoorDoubleWhiteAGFWoodClean,blocks,Block,,,"[ddcdfa](Wood)[-] White Iron Door Double [decea3]Plain[-]",,"[ddcdfa](Holz)[-] Weiße Eisendoppeltür [decea3]Klar[-]","[ddcdfa](Madera)[-] Puerta de hierro doble blanca [decea3]Simple[-]","[ddcdfa](Bois)[-] Double porte en fer blanche [decea3]Simple[-]","[ddcdfa](Legno)[-] Porta di ferro doppia bianca [decea3]Semplice[-]","[ddcdfa](木材)[-] 鉄製ドア（白・ダブル） [decea3]プレーン[-]","[ddcdfa](목재)[-] 흰색 철제 문 더블 [decea3]플레인[-]","[ddcdfa](Drewno)[-] Żelazne drzwi – białe, podwójne [decea3]Prosta[-]","[ddcdfa](Madeira)[-] Porta de ferro dupla branca [decea3]Simples[-]","[ddcdfa](Дерево)[-] Белая двойная железная дверь [decea3]Простой[-]","[ddcdfa](Tahta)[-] Çift Kanatlı Beyaz Demir Kapı [decea3]Sade[-]","[ddcdfa](木头)[-] 白色双开铁门 [decea3]简洁[-]","[ddcdfa](木頭)[-] 白色雙鐵門 [decea3]簡潔[-]"
ironDoorDoubleBrownAGFWood,blocks,Block,,,"[ddcdfa](Wood)[-] Brown Iron Door Double",,"[ddcdfa](Holz)[-] Braune Eisendoppeltür","[ddcdfa](Madera)[-] Puerta de hierro doble marrón","[ddcdfa](Bois)[-] Double porte en fer marron","[ddcdfa](Legno)[-] Porta di ferro doppia marrone","[ddcdfa](木材)[-] 鉄製ドア（茶色・ダブル）","[ddcdfa](목재)[-] 갈색 철제 문 더블","[ddcdfa](Drewno)[-] Żelazne drzwi – brązowe, podwójne","[ddcdfa](Madeira)[-] Porta de ferro dupla marrom","[ddcdfa](Дерево)[-] Коричневая двойная железная дверь","[ddcdfa](Tahta)[-] Çift Kanatlı Kahverengi Demir Kapı","[ddcdfa](木头)[-] 棕色双开铁门","[ddcdfa](木頭)[-] 棕色雙鐵門"
