Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
AGFchainlinkFenceDoor,,,,,"Chain Link Door",,"Maschendraht – Tür","Puerta de malla metálica","Porte de grillage","Apertura della rete metallica","チェーンリンク（ドア）","체인 링크 문","Siatka stalowa – drzwi","Porta da articulação da corrente","Дверь для забора из сетки-рабицы","Zincir Kapı","铁丝网 门","鐵絲網門"
AGFchainlinkFenceDoorDouble,,,,,"Chain Link Door Double",,"Maschendraht – Tür, doppelt","Puerta de malla metálica doble","Porte de grillage, double","Doppia porta della rete metallica","チェーンリンク・ドア（ダブル）","체인 링크 문(더블)","Siatka stalowa – drzwi, podwójne","Porta dupla da articulação da corrente","Двойная дверь для забора из сетки-рабицы","Zincir Kapı - Çift","链条 门 双","鐵絲網雙門"
AGFchainlinkGateDouble,,,,,"Chainlink Gate Double",,"Kettengliedtor – doppelt","Puerta de alambre doble","Porte en grillage, double","Pannello in rete doppio","チェーンリンクゲート（ダブル）","체인링크 문 더블","Siatka ogrodzeniowa – bramka, podwójna","Portão de elo de corrente duplo","Двойные ворота из рабицы","Çift Kanatlı Tel Örgü Kapı","双开链条门","鍊條雙門"
AGFchainlinkGateDoubleWide,,,,,"Chainlink Gate Double Wide",,"Kettengliedtor – doppelt, breit","Puerta de alambre doble amplia","Porte en grillage, double, large","Pannello in rete doppio grande","チェーンリンクゲート（ダブル・幅広）","체인링크 문 더블 넓음","Siatka ogrodzeniowa – bramka, podwójna, szeroka","Portão de elo de corrente duplo largo","Широкие двойные ворота из рабицы","Çift Kanatlı Tel Örgü Kapı, Geniş","双开链条门 宽","寬鍊條雙門"
AGFclosetDoorBlue,,,,,"Blue Closet Door",,"Blaue Schranktür","Puerta de armario azul","Porte de placard bleue","Porta dell'armadio blu","クローゼットドア（青）","파란색 옷장 문","Drzwi szafki – niebieskie","Porta de guarda-roupa azul","Синяя дверца стенного шкафа","Mavi Dolap Kapağı","蓝色壁橱门","藍色衣櫥門"
AGFclosetDoorBrown,,,,,"Brown Closet Door",,"Braune Schranktür","Puerta de armario marrón","Porte de placard marron","Porta dell'armadio marrone","クローゼットドア（茶）","갈색 옷장 문","Drzwi szafki – brązowe","Porta de guarda-roupa marrom","Коричневая дверца стенного шкафа","Kahverengi Dolap Kapağı","棕色壁橱门","棕色衣櫥門"
AGFclosetDoorDoubleBlue,,,,,"Blue Closet Double Door",,"Blaue Schrankdoppeltür","Puerta doble de armario azul","Double porte de placard bleue","Porta dell'armadio doppia blu","クローゼットダブルドア（青）","파란색 옷장 이중문","Drzwi szafki – niebieskie, podwójne","Porta dupla de guarda-roupa azul","Синяя двойная дверца стенного шкафа","Çift Mavi Dolap Kapağı","蓝色壁橱双开门","藍色衣櫥雙門"
AGFclosetDoorDoubleBrown,,,,,"Brown Closet Double Door",,"Braune Schrankdoppeltür","Puerta doble de armario marrón","Double porte de placard marron","Porta dell'armadio doppia marrone","クローゼットダブルドア（茶）","갈색 옷장 이중문","Drzwi szafki – brązowe, podwójne","Porta dupla de guarda-roupa marrom","Коричневая двойная дверца стенного шкафа","Çift Kahverengi Dolap Kapağı","棕色壁橱双开门","棕色衣櫥雙門"
AGFclosetDoorDoubleGreen,,,,,"Green Closet Double Door",,"Grüne Schrankdoppeltür","Puerta doble de armario verde","Double porte de placard verte","Porta dell'armadio doppia verde","クローゼットダブルドア（緑）","초록색 옷장 이중문","Drzwi szafki – zielone, podwójne","Porta dupla de guarda-roupa verde","Зеленая двойная дверца стенного шкафа","Çift Yeşil Dolap Kapağı","绿色壁橱双开门","綠色衣櫥雙門"
AGFclosetDoorDoubleGrey,,,,,"Grey Closet Double Door",,"Graue Schrankdoppeltür","Puerta doble de armario gris","Double porte de placard grise","Porta dell'armadio doppia grigia","クローゼットダブルドア（灰）","회색 옷장 이중문","Drzwi szafki – szare, podwójne","Porta dupla de guarda-roupa cinza","Серая двойная дверца стенного шкафа","Çift Gri Dolap Kapağı","灰色壁橱双开门","灰色衣櫥雙門"
AGFclosetDoorDoubleOrange,,,,,"Orange Closet Double Door",,"Orangefarbene Schrankdoppeltür","Puerta doble de armario naranja","Double porte de placard orange","Porta dell'armadio doppia arancione","クローゼットダブルドア（橙）","오렌지색 옷장 이중문","Drzwi szafki – pomarańczowe, podwójne","Porta dupla de guarda-roupa laranja","Оранжевая двойная дверца стенного шкафа","Çift Turuncu Dolap Kapağı","橙色壁橱双开门","橘色衣櫥雙門"
AGFclosetDoorDoublePink,,,,,"Pink Closet Double Door",,"Rosafarbene Schrankdoppeltür","Puerta doble de armario rosa","Double porte de placard rose","Porta dell'armadio doppia rosa","クローゼットダブルドア（ピンク）","분홍색 옷장 이중문","Drzwi szafki – różowe, podwójne","Porta dupla de guarda-roupa rosa","Розовая двойная дверца стенного шкафа","Çift Pembe Dolap Kapağı","粉色壁橱双开门","粉紅色衣櫥雙門"
AGFclosetDoorDoublePurple,,,,,"Purple Closet Double Door",,"Lilafarbene Schrankdoppeltür","Puerta doble de armario violeta","Double porte de placard violette","Porta dell'armadio doppia viola","クローゼットダブルドア（紫）","보라색 옷장 이중문","Drzwi szafki – fioletowe, podwójne","Porta dupla de guarda-roupa roxa","Фиолетовая двойная дверца стенного шкафа","Çift Mor Dolap Kapağı","紫色壁橱双开门","紫色衣櫥雙門"
AGFclosetDoorDoubleRed,,,,,"Red Closet Double Door",,"Rote Schrankdoppeltür","Puerta doble de armario roja","Double porte de placard rouge","Porta dell'armadio doppia rossa","クローゼットダブルドア（赤）","빨간색 옷장 이중문","Drzwi szafki – czerwone, podwójne","Porta dupla de guarda-roupa vermelha","Красная двойная дверца стенного шкафа","Çift Kırmızı Dolap Kapağı","红色壁橱双开门","紅色衣櫥雙門"
AGFclosetDoorDoubleWhite,,,,,"White Closet Double Door",,"Weiße Schrankdoppeltür","Puerta doble de armario blanca","Double porte de placard blanche","Porta dell'armadio doppia bianca","クローゼットダブルドア（白）","흰색 옷장 이중문","Drzwi szafki – białe, podwójne","Porta dupla de guarda-roupa branca","Белая двойная дверца стенного шкафа","Çift Beyaz Dolap Kapağı","白色壁橱双开门","白色衣櫥雙門"
AGFclosetDoorDoubleYellow,,,,,"Yellow Closet Double Door",,"Gelbe Schrankdoppeltür","Puerta doble de armario amarilla","Double porte de placard jaune","Porta dell'armadio doppia gialla","クローゼットダブルドア（黄）","노란색 옷장 이중문","Drzwi szafki – żółte, podwójne","Porta dupla de guarda-roupa amarela","Желтая двойная дверца стенного шкафа","Çift Sarı Dolap Kapağı","黄色壁橱双开门","黃色衣櫥雙門"
AGFclosetDoorGreen,,,,,"Green Closet Door",,"Grüne Schranktür","Puerta de armario verde","Porte de placard verte","Porta dell'armadio verde","クローゼットドア（緑）","초록색 옷장 문","Drzwi szafki – zielone","Porta de guarda-roupa verde","Зеленая дверца стенного шкафа","Yeşil Dolap Kapağı","绿色壁橱门","綠色衣櫥門"
AGFclosetDoorGrey,,,,,"Grey Closet Door",,"Graue Schranktür","Puerta de armario gris","Porte de placard grise","Porta dell'armadio grigia","クローゼットドア（灰）","회색 옷장 문","Drzwi szafki – szare","Porta de guarda-roupa cinza","Серая дверца стенного шкафа","Gri Dolap Kapağı","灰色壁橱门","灰色衣櫥門"
AGFclosetDoorOrange,,,,,"Orange Closet Door",,"Orangefarbene Schranktür","Puerta de armario naranja","Porte de placard orange","Porta dell'armadio arancione","クローゼットドア（橙）","오렌지색 옷장 문","Drzwi szafki – pomarańczowe","Porta de guarda-roupa laranja","Оранжевая дверца стенного шкафа","Turuncu Dolap Kapağı","橙色壁橱门","橘色衣櫥門"
AGFclosetDoorPink,,,,,"Pink Closet Door",,"Rosafarbene Schranktür","Puerta de armario rosa","Porte de placard rose","Porta dell'armadio rosa","クローゼットドア（ピンク）","분홍색 옷장 문","Drzwi szafki – różowe","Porta de guarda-roupa rosa","Розовая дверца стенного шкафа","Pembe Dolap Kapağı","粉色壁橱门","粉紅色衣櫥門"
AGFclosetDoorPurple,,,,,"Purple Closet Door",,"Lilafarbene Schranktür","Puerta de armario violeta","Porte de placard violette","Porta dell'armadio viola","クローゼットドア（紫）","보라색 옷장 문","Drzwi szafki – fioletowe","Porta de guarda-roupa roxa","Фиолетовая дверца стенного шкафа","Mor Dolap Kapağı","紫色壁橱门","紫色衣櫥門"
AGFclosetDoorRed,,,,,"Red Closet Door",,"Rote Schranktür","Puerta de armario roja","Porte de placard rouge","Porta dell'armadio rossa","クローゼットドア（赤）","빨간색 옷장 문","Drzwi szafki – czerwone","Porta de guarda-roupa vermelha","Красная дверца стенного шкафа","Kırmızı Dolap Kapağı","红色壁橱门","紅色衣櫥門"
AGFclosetDoorWhite,,,,,"White Closet Door",,"Weiße Schranktür","Puerta de armario blanca","Porte de placard blanche","Porta dell'armadio bianca","クローゼットドア（白）","흰색 옷장 문","Drzwi szafki – białe","Porta de guarda-roupa branca","Белая дверца стенного шкафа","Beyaz Dolap Kapağı","白色壁橱门","白色衣櫥門"
AGFclosetDoorYellow,,,,,"Yellow Closet Door",,"Gelbe Schranktür","Puerta de armario amarillo","Porte de placard jaune","Porta dell'armadio gialla","クローゼットドア（黄）","노란색 옷장 문","Drzwi szafki – żółte","Porta de guarda-roupa amarela","Желтая дверца стенного шкафа","Sarı Dolap Kapağı","黄色壁橱门","黃色衣櫥門"
AGFcntArmoireDoorsBlack,,,,,"Black Armoire Doors",,"Schwarze Kleiderschranktüren","Puertas de armario negras","Portes d'armoire noires","Ante del guardaroba nere","衣装タンス扉（黒）","검은색 장식장 문","Drzwi garderoby – czarne","Portas de armário pretas","Черные дверцы шкафа","Siyah Gardırop Kapağı","黑色衣柜门","黑色雕飾衣櫃門"
AGFcntArmoireDoorsBlue,,,,,"Blue Armoire Doors",,"Blaue Kleiderschranktüren","Puertas de armario azules","Portes d'armoire bleues","Ante del guardaroba blu","衣装タンス扉（青）","파란색 장식장 문","Drzwi garderoby – niebieskie","Portas de armário azuis","Синие дверцы шкафа","Mavi Gardırop Kapağı","蓝色衣柜门","藍色雕飾衣櫃門"
AGFcntArmoireDoorsBrown,,,,,"Brown Armoire Doors",,"Braune Kleiderschranktüren","Puertas de armario marrones","Portes d'armoire marron","Ante del guardaroba marroni","衣装タンス扉（茶）","갈색 장식장 문","Drzwi garderoby – brązowe","Portas de armário marrons","Коричневые дверцы шкафа","Kahverengi Gardırop Kapağı","棕色衣柜门","棕色雕飾衣櫃門"
AGFcntArmoireDoorsGreen,,,,,"Green Armoire Doors",,"Grüne Kleiderschranktüren","Puertas de armario verdes","Portes d'armoire vertes","Ante del guardaroba verdi","衣装タンス扉（緑）","초록색 장식장 문","Drzwi garderoby – zielone","Portas de armário verdes","Зеленые дверцы шкафа","Yeşil Gardırop Kapağı","绿色衣柜门","綠色雕飾衣櫃門"
AGFcntArmoireDoorsGrey,,,,,"Grey Armoire Doors",,"Graue Kleiderschranktüren","Puertas de armario grises","Portes d'armoire grises","Ante del guardaroba grigie","衣装タンス扉（灰）","회색 장식장 문","Drzwi garderoby – szare","Portas de armário cinza","Серые дверцы шкафа","Gri Gardırop Kapağı","灰色衣柜门","灰色雕飾衣櫃門"
AGFcntArmoireDoorsOrange,,,,,"Orange Armoire Doors",,"Orangefarbene Kleiderschranktüren","Puertas de armario naranjas","Portes d'armoire orange","Ante del guardaroba arancioni","衣装タンス扉（橙）","오렌지색 장식장 문","Drzwi garderoby – pomarańczowe","Portas de armário laranja","Оранжевые дверцы шкафа","Turuncu Gardırop Kapağı","橙色衣柜门","橘色雕飾衣櫃門"
AGFcntArmoireDoorsPink,,,,,"Pink Armoire Doors",,"Rosafarbene Kleiderschranktüren","Puertas de armario rosas","Portes d'armoire roses","Ante del guardaroba rosa","衣装タンス扉（ピンク）","분홍색 장식장 문","Drzwi garderoby – różowe","Portas de armário rosa","Розовые дверцы шкафа","Pembe Gardırop Kapağı","粉色衣柜门","粉紅色雕飾衣櫃門"
AGFcntArmoireDoorsPurple,,,,,"Purple Armoire Doors",,"Lilafarbene Kleiderschranktüren","Puertas de armario violetas","Portes d'armoire violettes","Ante del guardaroba viola","衣装タンス扉（紫）","보라색 장식장 문","Drzwi garderoby – fioletowe","Portas de armário roxas","Фиолетовые дверцы шкафа","Mor Gardırop Kapağı","紫色衣柜门","紫色雕飾衣櫃門"
AGFcntArmoireDoorsRed,,,,,"Red Armoire Doors",,"Rote Kleiderschranktüren","Puertas de armario rojas","Portes d'armoire rouges","Ante del guardaroba rosse","衣装タンス扉（赤）","빨간색 장식장 문","Drzwi garderoby – czerwone","Portas de armário vermelhas","Красные дверцы шкафа","Kırmızı Gardırop Kapağı","红色衣柜门","紅色雕飾衣櫃門"
AGFcntArmoireDoorsWhite,,,,,"White Armoire Doors",,"Weiße Kleiderschranktüren","Puertas de armario blancas","Portes d'armoire blanches","Ante del guardaroba bianche","衣装タンス扉（白）","흰색 장식장 문","Drzwi garderoby – białe","Portas de armário brancas","Белые дверцы шкафа","Beyaz Gardırop Kapağı","白色衣柜门","白色雕飾衣櫃門"
AGFcntArmoireDoorsYellow,,,,,"Yellow Armoire Doors",,"Gelbe Kleiderschranktüren","Puertas de armario amarillas","Portes d'armoire jaunes","Ante del guardaroba gialle","衣装タンス扉（黄）","노란색 장식장 문","Drzwi garderoby – żółte","Portas de armário amarelas","Желтые дверцы шкафа","Sarı Gardırop Kapağı","黄色衣柜门","黃色雕飾衣櫃門"
AGFcommercialBulletproofGlassDoor,,,,,"Commercial Bulletproof Glass Door",0,"Kommerzielle kugelsichere Glastür","Puerta comercial de cristal a prueba de balas","Porte de commerce en verre pare-balles","Porta di vetro blindata commerciale","業務用防弾ガラスドア","상업용 방탄 유리 문","Drzwi przedsiębiorstwa – szklane, kuloodporne","Porta comercial de vidro à prova de balas","Промышленная пуленепробиваемая стеклянная дверь","Kurşungeçirmez Ticari Cam Kapı","防弹商业玻璃门","商業防彈玻璃門"
AGFcommercialBulletproofGlassDoorDouble,,,,,"Commercial Bulletproof Glass Door Double",0,"Kommerzielle kugelsichere Glas-Doppeltür","Puerta comercial de cristal doble a prueba de balas","Porte de commerce en verre pare-balles, double","Doppia porta di vetro blindata commerciale","業務用防弾ガラスドア（ダブル）","상업용 방탄 유리 이중문","Drzwi przedsiębiorstwa – szklane, kuloodporne, podwójne","Porta comercial de vidro dupla à prova de balas","Промышленная пуленепробиваемая двойная стеклянная дверь","Çift Kanatlı Kurşungeçirmez Ticari Cam Kapı","防弹商业玻璃双开门","商業防彈玻璃雙門"
AGFcommercialBulletproofSlidingDoor,,,,,"Commercial Bulletproof Sliding Door",0,"Kommerzielle kugelsichere Glas-Schiebetür","Puerta comercial de cristal corrediza a prueba de balas","Porte coulissante de commerce en verre pare-balles","Porta scorrevole blindata commerciale","業務用防弾スライドドア","상업용 방탄 미닫이문","Drzwi przedsiębiorstwa – przesuwane, kuloodporne","Porta comercial corrediça à prova de balas","Промышленная пуленепробиваемая раздвижная дверь","Kurşungeçirmez Ticari Sürgülü Kapı","防弹商业推拉门","商業防彈拉門"
AGFcommercialDoorDoubleV1Blue,,,,,"Blue Commercial Double Door V1",,"Blaue Industriedoppeltür V1","Puerta doble comercial azul V1","Double porte de commerce bleue V1","Porta di emergenza doppia blu V1","業務用ダブルドア V1（青）","파란색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – niebieskie, podwójne","Porta dupla comercial azul V1","Синяя двойная промышленная дверь V1","Çift Kanatlı Mavi Ticari Kapı V1","蓝色商业双开门 V1","藍色商業雙門 V1"
AGFcommercialDoorDoubleV1Brown,,,,,"Brown Commercial Double Door V1",,"Braune Industriedoppeltür V1","Puerta doble comercial marrón V1","Double porte de commerce marron V1","Porta di emergenza doppia marrone V1","業務用ダブルドア V1（茶）","갈색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – brązowe, podwójne","Porta dupla comercial marrom V1","Коричневая двойная промышленная дверь V1","Çift Kanatlı Kahverengi Ticari Kapı V1","棕色商业双开门 V1","棕色商業雙門 V1"
AGFcommercialDoorDoubleV1Green,,,,,"Green Commercial Double Door V1",,"Grüne Industriedoppeltür V1","Puerta doble comercial verde V1","Double porte de commerce verte V1","Porta di emergenza doppia verde V1","業務用ダブルドア V1（緑）","녹색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – zielone, podwójne","Porta dupla comercial verde V1","Зеленая двойная промышленная дверь V1","Çift Kanatlı Yeşil Ticari Kapı V1","绿色商业双开门 V1","綠色商業雙門 V1"
AGFcommercialDoorDoubleV1Grey,,,,,"Grey Commercial Double Door V1",,"Graue Industriedoppeltür V1","Puerta doble comercial gris V1","Double porte de commerce grise V1","Porta di emergenza doppia grigia V1","業務用ダブルドア V1（灰）","회색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – szare, podwójne","Porta dupla comercial cinza V1","Серая двойная промышленная дверь V1","Çift Kanatlı Gri Ticari Kapı V1","灰色商业双开门 V1","灰色商業雙門 V1"
AGFcommercialDoorDoubleV1Oak,,,,,"Oak Commercial Double Door V1",,"Eichen-Industriedoppeltür V1","Puerta doble comercial de roble V1","Double porte de commerce en chêne V1","Porta di emergenza doppia in rovere V1","業務用ダブルドア V1（オーク）","오크 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – dębowe, podwójne","Porta dupla comercial de carvalho V1","Дубовая двойная промышленная дверь V1","Çift Kanatlı Meşe Ticari Kapı V1","橡木商业双开门 V1","橡木商業雙門 V1"
AGFcommercialDoorDoubleV1Orange,,,,,"Orange Commercial Double Door V1",,"Orangefarbene Industriedoppeltür V1","Puerta doble comercial naranja V1","Double porte de commerce orange V1","Porta di emergenza doppia arancione V1","業務用ダブルドア V1（橙）","주황색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – pomarańczowe, podwójne","Porta dupla comercial laranja V1","Оранжевая двойная промышленная дверь V1","Çift Kanatlı Turuncu Ticari Kapı V1","橙色商业双开门 V1","橘色商業雙門 V1"
AGFcommercialDoorDoubleV1Pink,,,,,"Pink Commercial Double Door V1",,"Rosafarbene Industriedoppeltür V1","Puerta doble comercial rosa V1","Double porte de commerce rose V1","Porta di emergenza doppia rosa V1","業務用ダブルドア V1（ピンク）","분홍색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – różowe, podwójne","Porta dupla comercial rosa V1","Розовая двойная промышленная дверь V1","Çift Kanatlı Pembe Ticari Kapı V1","粉色商业双开门 V1","粉紅色商業雙門 V1"
AGFcommercialDoorDoubleV1Purple,,,,,"Purple Commercial Double Door V1",,"Lilafarbene Industriedoppeltür V1","Puerta doble comercial violeta V1","Double porte de commerce violette V1","Porta di emergenza doppia viola V1","業務用ダブルドア V1（紫）","보라색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – fioletowe, podwójne","Porta dupla comercial roxa V1","Фиолетовая двойная промышленная дверь V1","Çift Kanatlı Mor Ticari Kapı V1","紫色商业双开门 V1","紫色商業雙門 V1"
AGFcommercialDoorDoubleV1Red,,,,,"Red Commercial Double Door V1",,"Rote Industriedoppeltür V1","Puerta doble comercial roja V1","Double porte de commerce rouge V1","Porta di emergenza doppia rossa V1","業務用ダブルドア V1（赤）","빨간색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – czerwone, podwójne","Porta dupla comercial vermelha V1","Красная двойная промышленная дверь V1","Çift Kanatlı Kırmızı Ticari Kapı V1","红色商业双开门 V1","紅色商業雙門 V1"
AGFcommercialDoorDoubleV1White,,,,,"White Commercial Double Door V1",,"Weiße Industriedoppeltür V1","Puerta doble comercial blanca V1","Double porte de commerce blanche V1","Porta di emergenza doppia bianca V1","業務用ダブルドア V1（白）","흰색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – białe, podwójne","Porta dupla comercial branca V1","Белая двойная промышленная дверь V1","Çift Kanatlı Beyaz Ticari Kapı V1","白色商业双开门 V1","白色商業雙門 V1"
AGFcommercialDoorDoubleV1Yellow,,,,,"Yellow Commercial Double Door V1",,"Gelbe Industriedoppeltür V1","Puerta doble comercial amarilla V1","Double porte de commerce jaune V1","Porta di emergenza doppia gialla V1","業務用ダブルドア V1（黄）","노란색 상업용 이중문 V1","Drzwi przedsiębiorstwa V1 – żółte, podwójne","Porta dupla comercial amarela V1","Желтая двойная промышленная дверь V1","Çift Kanatlı Sarı Ticari Kapı V1","黄色商业双开门 V1","黃色商業雙門 V1"
AGFcommercialDoorDoubleV2Blue,,,,,"Blue Commercial Double Door V2",,"Blaue Industriedoppeltür V2","Puerta doble comercial azul V2","Double porte de commerce bleue V2","Porta di emergenza doppia blu V2","業務用ダブルドア V2（青）","파란색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – niebieskie, podwójne","Porta dupla comercial azul V2","Синяя двойная промышленная дверь V2","Çift Kanatlı Mavi Ticari Kapı V2","蓝色商业双开门 V2","藍色商業雙門 V2"
AGFcommercialDoorDoubleV2Brown,,,,,"Brown Commercial Double Door V2",,"Braune Industriedoppeltür V2","Puerta doble comercial marrón V2","Double porte de commerce marron V2","Porta di emergenza doppia marrone V2","業務用ダブルドア V2（茶）","갈색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – brązowe, podwójne","Porta dupla comercial marrom V2","Коричневая двойная промышленная дверь V2","Çift Kanatlı Kahverengi Ticari Kapı V2","棕色商业双开门 V2","棕色商業雙門 V2"
AGFcommercialDoorDoubleV2Green,,,,,"Green Commercial Double Door V2",,"Grüne Industriedoppeltür V2","Puerta doble comercial verde V2","Double porte de commerce verte V2","Porta di emergenza doppia verde V2","業務用ダブルドア V2（緑）","초록색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – zielone, podwójne","Porta dupla comercial verde V2","Зеленая двойная промышленная дверь V2","Çift Kanatlı Yeşil Ticari Kapı V2","绿色商业双开门 V2","綠色商業雙門 V2"
AGFcommercialDoorDoubleV2Grey,,,,,"Grey Commercial Double Door V2",,"Graue Industriedoppeltür V2","Puerta doble comercial gris V2","Double porte de commerce grise V2","Porta di emergenza doppia grigia V2","業務用ダブルドア V2（灰）","회색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – szare, podwójne","Porta dupla comercial cinza V2","Серая двойная промышленная дверь V2","Çift Kanatlı Gri Ticari Kapı V2","灰色商业双开门 V2","灰色商業雙門 V2"
AGFcommercialDoorDoubleV2Oak,,,,,"Oak Commercial Double Door V2",,"Eichen-Industriedoppeltür V2","Puerta doble comercial de roble V2","Double porte de commerce en chêne V2","Porta di emergenza doppia in rovere V2","業務用ダブルドア V2（オーク）","나무색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – dębowe, podwójne","Porta dupla comercial de carvalho V2","Дубовая двойная промышленная дверь V2","Çift Kanatlı Meşe Ticari Kapı V2","橡木商业双开门 V2","橡木商業雙門 V2"
AGFcommercialDoorDoubleV2Orange,,,,,"Orange Commercial Double Door V2",,"Orangefarbene Industriedoppeltür V2","Puerta doble comercial naranja V2","Double porte de commerce orange V2","Porta di emergenza doppia arancione V2","業務用ダブルドア V2（橙）","오렌지색 상업용 이중문 V2","Drzwi przedsiębiorstwa V2 – pomarańczowe, podwójne","Porta dupla comercial laranja V2","Оранжевая двойная промышленная дверь V2","Çift Kanatlı Turuncu Ticari Kapı V2","橙色商业双开门 V2","橘色商業雙門 V2"
