Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
bedMadeNoFrameBlackAGF,,,,,"Black Bed No Frame, Made +",,"Schwarzes Bett – kein Rahmen, gemacht +","Cama negra sin base, tendida +","Lit sans cadre noir, fait +","Letto nero senza struttura, Fatto +","フレーム無しベッド（メイク済み・黒） +","검정색 침대, 프레임 없음, 깔끔 +","Czarne łóżko bez ramy — posłane +","Cama preta sem base, arrumada +","Черная кровать без каркаса, заправленная +","İskeletsiz Siyah Yatak, Yapılmış +","已整理的无框黑色床 +","黑色無床架床舖，已整理 +"
bedMadeNoFramePinkAGF,,,,,"Pink Bed No Frame, Made +",,"Rosafarbenes Bett – kein Rahmen, gemacht +","Cama rosa sin base, tendida +","Lit sans cadre rose, fait +","Letto rosa senza struttura, Fatto +","フレーム無しベッド（メイク済み・ピンク） +","분홍색 침대, 프레임 없음, 깔끔 +","Różowe łóżko bez ramy — posłane +","Cama rosa sem base, arrumada +","Розовая кровать без каркаса, заправленная +","İskeletsiz Pembe Yatak, Yapılmış +","已整理的无框粉色床 +","粉色無床架床舖，已整理 +"
bedMadeNoFrameArmyGreenAGF,,,,,"Army Green Bed No Frame, Made +",,"Armeegrünes Bett – kein Rahmen, gemacht +","Cama verde militar sin base, tendida +","Lit sans cadre kaki, fait +","Letto verde militare senza struttura, Fatto +","フレーム無しベッド（メイク済み・アーミーグリーン） +","국방색 침대, 프레임 없음, 깔끔 +","Łóżko moro bez ramy — posłane +","Cama verde-militar sem base, arrumada +","Кровать без каркаса цвета хаки, заправленная +","İskeletsiz Askeri Yeşil Yatak, Yapılmış +","已整理的无框军绿色床 +","軍綠色無床架床舖，已整理 +"
bedMessyNoFrameWhiteAGF,,,,,"White Bed No Frame, Messy +",,"Weißes Bett – kein Rahmen, durcheinander +","Cama blanca sin base, destendida +","Lit sans cadre blanc, défait +","Letto bianco senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・白） +","흰색 이층 침대, 프레임 없음, 지저분 +","Białe łóżko bez ramy — nieposłane +","Cama branca sem base, desarrumada +","Белая кровать без каркаса, не заправленная +","İskeletsiz Beyaz Yatak, Dağınık +","凌乱的无框白色床 +","白色無床架床舖，未整理 +"
bedMessyNoFrameBrownAGF,,,,,"Brown Bed No Frame, Messy +",,"Braunes Bett – kein Rahmen, durcheinander +","Cama marrón sin base, destendida +","Lit sans cadre marron, défait +","Letto marrone senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・茶） +","갈색 침대, 프레임 없음, 지저분 +","Brązowe łóżko bez ramy — nieposłane +","Cama marrom sem base, desarrumada +","Коричневая кровать без каркаса, не заправленная +","İskeletsiz Kahverengi Yatak, Dağınık +","凌乱的无框棕色床 +","棕色無床架床舖，未整理 +"
bedMessyNoFrameRedAGF,,,,,"Red Bed No Frame, Messy +",,"Rotes Bett – kein Rahmen, durcheinander +","Cama roja sin base, destendida +","Lit sans cadre rouge, défait +","Letto rosso senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・赤） +","빨간색 침대, 프레임 없음, 지저분 +","Czerwone łóżko bez ramy — nieposłane +","Cama vermelha sem base, desarrumada +","Красная кровать без каркаса, не заправленная +","İskeletsiz Kırmızı Yatak, Dağınık +","凌乱的无框红色床 +","紅色無床架床舖，未整理 +"
bedMessyNoFrameOrangeAGF,,,,,"Orange Bed No Frame, Messy +",,"Orangefarbenes Bett – kein Rahmen, durcheinander +","Cama naranja sin base, destendida +","Lit sans cadre orange, défait +","Letto arancione senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・オレンジ） +","주황색 침대, 프레임 없음, 지저분 +","Pomarańczowe łóżko bez ramy — nieposłane +","Cama laranja sem base, desarrumada +","Оранжевая кровать без каркаса, не заправленная +","İskeletsiz Turuncu Yatak, Dağınık +","凌乱的无框橙色床 +","橘色無床架床舖，未整理 +"
bedMessyNoFrameYellowAGF,,,,,"Yellow Bed No Frame, Messy +",,"Gelbes Bett – kein Rahmen, durcheinander +","Cama amarilla sin base, destendida +","Lit sans cadre jaune, défait +","Letto giallo senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・黄） +","노란색 침대, 프레임 없음, 지저분 +","Żółte łóżko bez ramy — nieposłane +","Cama amarela sem base, desarrumada +","Желтая кровать без каркаса, не заправленная +","İskeletsiz Sarı Yatak, Dağınık +","凌乱的无框黄色床 +","黃色無床架床舖，未整理 +"
bedMessyNoFrameGreenAGF,,,,,"Green Bed No Frame, Messy +",,"Grünes Bett – kein Rahmen, durcheinander +","Cama verde sin base, destendida +","Lit sans cadre vert, défait +","Letto verde senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・緑） +","초록색 침대, 프레임 없음, 지저분 +","Zielone łóżko bez ramy — nieposłane +","Cama verde sem base, desarrumada +","Зеленая кровать без каркаса, не заправленная +","İskeletsiz Yeşil Yatak, Dağınık +","凌乱的无框绿色床 +","綠色無床架床舖，未整理 +"
bedMessyNoFrameBlueAGF,,,,,"Blue Bed No Frame, Messy +",,"Blaues Bett – kein Rahmen, durcheinander +","Cama azul sin base, destendida +","Lit sans cadre bleu, défait +","Letto blu senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・青） +","파란색 침대, 프레임 없음, 지저분 +","Niebieskie łóżko bez ramy — nieposłane +","Cama azul sem base, desarrumada +","Синяя кровать без каркаса, не заправленная +","İskeletsiz Mavi Yatak, Dağınık +","凌乱的无框蓝色床 +","藍色無床架床舖，未整理 +"
bedMessyNoFramePurpleAGF,,,,,"Purple Bed No Frame, Messy +",,"Lilafarbenes Bett – kein Rahmen, durcheinander +","Cama violeta sin base, destendida +","Lit sans cadre violet, défait +","Letto viola senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・紫） +","보라색 침대, 프레임 없음, 지저분 +","Fioletowe łóżko bez ramy — nieposłane +","Cama roxa sem base, desarrumada +","Фиолетовая кровать без каркаса, не заправленная +","İskeletsiz Mor Yatak, Dağınık +","凌乱的无框紫色床 +","紫色無床架床舖，未整理 +"
bedMessyNoFrameGreyAGF,,,,,"Grey Bed No Frame, Messy +",,"Graues Bett – kein Rahmen, durcheinander +","Cama gris sin base, destendida +","Lit sans cadre gris, défait +","Letto grigio senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・灰） +","회색 침대, 프레임 없음, 지저분 +","Szare łóżko bez ramy — nieposłane +","Cama cinza sem base, desarrumada +","Серая кровать без каркаса, не заправленная +","İskeletsiz Gri Yatak, Dağınık +","凌乱的无框灰色床 +","灰色無床架床舖，未整理 +"
bedMessyNoFrameBlackAGF,,,,,"Black Bed No Frame, Messy +",,"Schwarzes Bett – kein Rahmen, durcheinander +","Cama negra sin base, destendida +","Lit sans cadre noir, défait +","Letto nero senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・黒） +","검정색 침대, 프레임 없음, 지저분 +","Czarne łóżko bez ramy — nieposłane +","Cama preta sem base, desarrumada +","Черная кровать без каркаса, не заправленная +","İskeletsiz Siyah Yatak, Dağınık +","凌乱的无框黑色床 +","黑色無床架床舖，未整理 +"
bedMessyNoFramePinkAGF,,,,,"Pink Bed No Frame, Messy +",,"Rosafarbenes Bett – kein Rahmen, durcheinander +","Cama rosa sin base, destendida +","Lit sans cadre rose, défait +","Letto rosa senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・ピンク） +","분홍색 침대, 프레임 없음, 지저분 +","Różowe łóżko bez ramy — nieposłane +","Cama rosa sem base, desarrumada +","Розовая кровать без каркаса, не заправленная +","İskeletsiz Pembe Yatak, Dağınık +","凌乱的无框粉色床 +","粉色無床架床舖，未整理 +"
bedMessyNoFrameArmyGreenAGF,,,,,"Army Green Bed No Frame, Messy +",,"Armeegrünes Bett – kein Rahmen, durcheinander +","Cama verde militar sin base, destendida +","Lit sans cadre kaki, défait +","Letto verde militare senza struttura, Disfatto +","フレーム無しベッド（ごちゃごちゃ・アーミーグリーン） +","국방색 침대, 프레임 없음, 지저분 +","Łóżko moro bez ramy — nieposłane +","Cama verde-militar sem base, desarrumada +","Кровать без каркаса цвета хаки, не заправленная +","İskeletsiz Askeri Yeşil Yatak, Dağınık +","凌乱的无框军绿色床 +","軍綠色無床架床舖，未整理 +"
bunkBedMadeAGF,,,,,"Black Bunk Bed, Made +",,"Schwarzes Etagenbett, gemacht +","Litera negra, tendida +","Couchette noire, faite +","Letto a castello nero, Fatto +","二段ベッド（メイク済み・黒） +","검정색 이층 침대, 깔끔 +","Czarna prycza — posłane +","Beliche preto, arrumado +","Двухъярусная черная кровать, заправленная +","Siyah Ranza, Yapılmış +","已整理的黑色上下铺床 +","黑色上下舖，已整理 +"
bunkBedMadeWhiteAGF,,,,,"White Bunk Bed, Made +",,"Weißes Etagenbett, gemacht +","Litera blanca, tendida +","Couchette blanche, faite +","Letto a castello bianco, Fatto +","二段ベッド（メイク済み・白） +","흰색 이층 침대, 깔끔 +","Biała prycza — posłane +","Beliche branco, arrumado +","Двухъярусная белая кровать, заправленная +","Beyaz Ranza, Yapılmış +","已整理的白色上下铺床 +","白色上下舖，已整理 +"
bunkBedMadeBrownAGF,,,,,"Brown Bunk Bed, Made +",,"Braunes Etagenbett, gemacht +","Litera marrón, tendida +","Couchette marron, faite +","Letto a castello marrone, Fatto +","二段ベッド（メイク済み・茶） +","갈색 이층 침대, 깔끔 +","Brązowa prycza — posłane +","Beliche marrom, arrumado +","Двухъярусная коричневая кровать, заправленная +","Kahverengi Ranza, Yapılmış +","已整理的棕色上下铺床 +","棕色上下舖，已整理 +"
bunkBedMadeRedAGF,,,,,"Red Bunk Bed, Made +",,"Rotes Etagenbett, gemacht +","Litera roja, tendida +","Couchette rouge, faite +","Letto a castello rosso, Fatto +","二段ベッド（メイク済み・赤） +","빨간색 이층 침대, 깔끔 +","Czerwona prycza — posłane +","Beliche vermelho, arrumado +","Двухъярусная красная кровать, заправленная +","Kırmızı Ranza, Yapılmış +","已整理的红色上下铺床 +","紅色上下舖，已整理 +"
bunkBedMadeOrangeAGF,,,,,"Orange Bunk Bed, Made +",,"Orangefarbenes Etagenbett, gemacht +","Litera naranja, tendida +","Couchette orange, faite +","Letto a castello arancione, Fatto +","二段ベッド（メイク済み・オレンジ） +","주황색 이층 침대, 깔끔 +","Pomarańczowa prycza — posłane +","Beliche laranja, arrumado +","Двухъярусная оранжевая кровать, заправленная +","Turuncu Ranza, Yapılmış +","已整理的橙色上下铺床 +","橘色上下舖，已整理 +"
bunkBedMadeYellowAGF,,,,,"Yellow Bunk Bed, Made +",,"Gelbes Etagenbett, gemacht +","Litera amarilla, tendida +","Couchette jaune, faite +","Letto a castello giallo, Fatto +","二段ベッド（メイク済み・黄） +","노란색 이층 침대, 깔끔 +","Żółta prycza — posłane +","Beliche amarelo, arrumado +","Двухъярусная желтая кровать, заправленная +","Sarı Ranza, Yapılmış +","已整理的黄色上下铺床 +","黃色上下舖，已整理 +"
bunkBedMadeGreenAGF,,,,,"Green Bunk Bed, Made +",,"Grünes Etagenbett, gemacht +","Litera verde, tendida +","Couchette verte, faite +","Letto a castello verde, Fatto +","二段ベッド（メイク済み・緑） +","초록색 이층 침대, 깔끔 +","Zielona prycza — posłane +","Beliche verde, arrumado +","Двухъярусная зеленая кровать, заправленная +","Yeşil Ranza, Yapılmış +","已整理的绿色上下铺床 +","綠色上下舖，已整理 +"
bunkBedMadeBlueAGF,,,,,"Blue Bunk Bed, Made +",,"Blaues Etagenbett, gemacht +","Litera azul, tendida +","Couchette bleue, faite +","Letto a castello blu, Fatto +","二段ベッド（メイク済み・青） +","파란색 이층 침대, 깔끔 +","Niebieska prycza — posłane +","Beliche azul, arrumado +","Двухъярусная синяя кровать, заправленная +","Mavi Ranza, Yapılmış +","已整理的蓝色上下铺床 +","藍色上下舖，已整理 +"
bunkBedMadePurpleAGF,,,,,"Purple Bunk Bed, Made +",,"Lilafarbenes Etagenbett, gemacht +","Litera violeta, tendida +","Couchette violette, faite +","Letto a castello viola, Fatto +","二段ベッド（メイク済み・紫） +","보라색 이층 침대, 깔끔 +","Fioletowa prycza — posłane +","Beliche roxo, arrumado +","Двухъярусная фиолетовая кровать, заправленная +","Mor Ranza, Yapılmış +","已整理的紫色上下铺床 +","紫色上下舖，已整理 +"
bunkBedMadeGreyAGF,,,,,"Grey Bunk Bed, Made +",,"Graues Etagenbett, gemacht +","Litera gris, tendida +","Couchette grise, faite +","Letto a castello grigio, Fatto +","二段ベッド（メイク済み・灰） +","회색 이층 침대, 깔끔 +","Szara prycza — posłane +","Beliche cinza, arrumado +","Двухъярусная серая кровать, заправленная +","Gri Ranza, Yapılmış +","已整理的灰色上下铺床 +","灰色上下舖，已整理 +"
bunkBedMadePinkAGF,,,,,"Pink Bunk Bed, Made +",,"Rosafarbenes Etagenbett, gemacht +","Litera rosa, tendida +","Couchette rose, faite +","Letto a castello rosa, Fatto +","二段ベッド（メイク済み・ピンク） +","분홍색 이층 침대, 깔끔 +","Różowa prycza — posłane +","Beliche rosa, arrumado +","Двухъярусная розовая кровать, заправленная +","Pembe Ranza, Yapılmış +","已整理的粉色上下铺床 +","粉色上下舖，已整理 +"
bunkBedMadeArmyGreenAGF,,,,,"Army Green Bunk Bed, Made +",,"Armeegrünes Etagenbett, gemacht +","Litera verde militar, tendida +","Couchette kaki, faite +","Letto a castello verde militare, Fatto +","二段ベッド（メイク済み・アーミーグリーン） +","국방색 이층 침대, 깔끔 +","Prycza moro — posłane +","Beliche verde-militar, arrumado +","Двухъярусная кровать цвета хаки, заправленная +","Askeri Yeşil Ranza, Yapılmış +","已整理的军绿色上下铺床 +","軍綠色上下舖，已整理 +"
bunkBedMessyAGF,,,,,"Black Bunk Bed, Messy +",,"Schwarzes Etagenbett, durcheinander +","Litera negra, destendida +","Couchette noire, défaite +","Letto a castello nero, Disfatto +","二段ベッド（ごちゃごちゃ・黒） +","검정색 이층 침대, 지저분 +","Czarna prycza — nieposłane +","Beliche preto, desarrumado +","Двухъярусная черная кровать, не заправленная +","Siyah Ranza, Dağınık +","凌乱的黑色上下铺床 +","黑色上下舖，未整理 +"
bunkBedMessyWhiteAGF,,,,,"White Bunk Bed, Messy +",,"Weißes Etagenbett, durcheinander +","Litera blanca, destendida +","Couchette blanche, défaite +","Letto a castello bianco, Disfatto +","二段ベッド（ごちゃごちゃ・白） +","흰색 이층 침대, 지저분 +","Biała prycza — nieposłane +","Beliche branco, desarrumado +","Двухъярусная белая кровать, не заправленная +","Beyaz Ranza, Dağınık +","凌乱的白色上下铺床 +","白色上下舖，未整理 +"
bunkBedMessyBrownAGF,,,,,"Brown Bunk Bed, Messy +",,"Braunes Etagenbett, durcheinander +","Litera marrón, destendida +","Couchette marron, défaite +","Letto a castello marrone, Disfatto +","二段ベッド（ごちゃごちゃ・茶） +","갈색 이층 침대, 지저분 +","Brązowa prycza — nieposłane +","Beliche marrom, desarrumado +","Двухъярусная коричневая кровать, не заправленная +","Kahverengi Ranza, Dağınık +","凌乱的棕色上下铺床 +","棕色上下舖，未整理 +"
bunkBedMessyRedAGF,,,,,"Red Bunk Bed, Messy +",,"Rotes Etagenbett, durcheinander +","Litera roja, destendida +","Couchette rouge, défaite +","Letto a castello rosso, Disfatto +","二段ベッド（ごちゃごちゃ・赤） +","빨간색 이층 침대, 지저분 +","Czerwona prycza — nieposłane +","Beliche vermelho, desarrumado +","Двухъярусная красная кровать, не заправленная +","Kırmızı Ranza, Dağınık +","凌乱的红色上下铺床 +","紅色上下舖，未整理 +"
bunkBedMessyOrangeAGF,,,,,"Orange Bunk Bed, Messy +",,"Orangefarbenes Etagenbett, durcheinander +","Litera naranja, destendida +","Couchette orange, défaite +","Letto a castello arancione, Disfatto +","二段ベッド（ごちゃごちゃ・オレンジ） +","주황색 이층 침대, 지저분 +","Pomarańczowa prycza — nieposłane +","Beliche laranja, desarrumado +","Двухъярусная оранжевая кровать, не заправленная +","Turuncu Ranza, Dağınık +","凌乱的橙色上下铺床 +","橘色上下舖，未整理 +"
bunkBedMessyYellowAGF,,,,,"Yellow Bunk Bed, Messy +",,"Gelbes Etagenbett, durcheinander +","Litera amarilla, destendida +","Couchette jaune, défaite +","Letto a castello giallo, Disfatto +","二段ベッド（ごちゃごちゃ・黄） +","노란색 이층 침대, 지저분 +","Żółta prycza — nieposłane +","Beliche amarelo, desarrumado +","Двухъярусная желтая кровать, не заправленная +","Sarı Ranza, Dağınık +","凌乱的黄色上下铺床 +","黃色上下舖，未整理 +"
bunkBedMessyGreenAGF,,,,,"Green Bunk Bed, Messy +",,"Grünes Etagenbett, durcheinander +","Litera verde, destendida +","Couchette verte, défaite +","Letto a castello verde, Disfatto +","二段ベッド（ごちゃごちゃ・緑） +","초록색 이층 침대, 지저분 +","Zielona prycza — nieposłane +","Beliche verde, desarrumado +","Двухъярусная зеленая кровать, не заправленная +","Yeşil Ranza, Dağınık +","凌乱的绿色上下铺床 +","綠色上下舖，未整理 +"
bunkBedMessyBlueAGF,,,,,"Blue Bunk Bed, Messy +",,"Blaues Etagenbett, durcheinander +","Litera azul, destendida +","Couchette bleue, défaite +","Letto a castello blu, Disfatto +","二段ベッド（ごちゃごちゃ・青） +","파란색 이층 침대, 지저분 +","Niebieska prycza — nieposłane +","Beliche azul, desarrumado +","Двухъярусная синяя кровать, не заправленная +","Mavi Ranza, Dağınık +","凌乱的蓝色上下铺床 +","藍色上下舖，未整理 +"
bunkBedMessyPurpleAGF,,,,,"Purple Bunk Bed, Messy +",,"Lilafarbenes Etagenbett, durcheinander +","Litera violeta, destendida +","Couchette violette, défaite +","Letto a castello viola, Disfatto +","二段ベッド（ごちゃごちゃ・紫） +","보라색 이층 침대, 지저분 +","Fioletowa prycza — nieposłane +","Beliche roxo, desarrumado +","Двухъярусная фиолетовая кровать, не заправленная +","Mor Ranza, Dağınık +","凌乱的紫色上下铺床 +","紫色上下舖，未整理 +"
bunkBedMessyGreyAGF,,,,,"Grey Bunk Bed, Messy +",,"Graues Etagenbett, durcheinander +","Litera gris, destendida +","Couchette grise, défaite +","Letto a castello grigio, Disfatto +","二段ベッド（ごちゃごちゃ・灰） +","회색 이층 침대, 지저분 +","Szara prycza — nieposłane +","Beliche cinza, desarrumado +","Двухъярусная серая кровать, не заправленная +","Gri Ranza, Dağınık +","凌乱的灰色上下铺床 +","灰色上下舖，未整理 +"
