Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
treePlantedWinterPine13m,,,,,"[DECEA3]Growing (3/5) [ffffff]Winter Evergreen",,"[DECEA3]Anbau (3/5) [ffffff]Winterimmergrün","[DECEA3]creciendo (3/5) [ffffff]Hoja Perenne de Invierno","[DECEA3]pousse (3/5) [ffffff]conifère d'hiver","[DECEA3]in crescita (3/5) [ffffff]Pino Sempreverde","[DECEA3]生育中 (3/5) [ffffff]冬の常緑樹","[DECEA3]성장 중 (3/5) [ffffff]겨울 상록수","[DECEA3]rosnący (3/5) [ffffff]zima, zimnozielone","[DECEA3]cultivo (3/5) [ffffff]Sempre-viva de inverno","[DECEA3]растет (3/5) [ffffff]вечнозеленое зимнее","[DECEA3]Yetişen (3/5) [ffffff]Kış Yaprak Dökmeyen","[DECEA3]生长中 (3/5) [ffffff]树 冬季常绿植物","[DECEA3]生長中 (3/5) [ffffff]冬常青"
treePlantedWinterPine19m,,,,,"[DECEA3]Growing (4/5) [ffffff]Winter Evergreen",,"[DECEA3]Anbau (4/5) [ffffff]Winterimmergrün","[DECEA3]creciendo (4/5) [ffffff]Hoja Perenne de Invierno","[DECEA3]pousse (4/5) [ffffff]conifère d'hiver","[DECEA3]in crescita (4/5) [ffffff]Pino Sempreverde","[DECEA3]生育中 (4/5) [ffffff]冬の常緑樹","[DECEA3]성장 중 (4/5) [ffffff]겨울 상록수","[DECEA3]rosnący (4/5) [ffffff]zima, zimnozielone","[DECEA3]cultivo (4/5) [ffffff]Sempre-viva de inverno","[DECEA3]растет (4/5) [ffffff]вечнозеленое зимнее","[DECEA3]Yetişen (4/5) [ffffff]Kış Yaprak Dökmeyen","[DECEA3]生长中 (4/5) [ffffff]树 冬季常绿植物","[DECEA3]生長中 (4/5) [ffffff]冬常青"
treePlantedWinterPine1m,,,,,"[DECEA3]Seed-Trees [aaaaaa][ffffff]Winter Evergreen",,"[DECEA3]Samen-Bäume [aaaaaa][ffffff]Winterimmergrün","[DECEA3]semilla-Árboles [aaaaaa][ffffff]Hoja Perenne de Invierno","[DECEA3]graine-Arbres [aaaaaa][ffffff]conifère d'hiver","[DECEA3]seme-Alberi [aaaaaa][ffffff]Pino Sempreverde","[DECEA3]種子-木 [aaaaaa][ffffff]冬の常緑樹","[DECEA3]씨앗-나무 [aaaaaa][ffffff]겨울 상록수","[DECEA3]nasiono-Drzewa [aaaaaa][ffffff]zima, zimnozielone","[DECEA3]semente-Árvores [aaaaaa][ffffff]Sempre-viva de inverno","[DECEA3]семя-Деревья [aaaaaa][ffffff]вечнозеленое зимнее","[DECEA3]Tohum-Ağaçlar [aaaaaa][ffffff]Kış Yaprak Dökmeyen","[DECEA3]种子-树 [aaaaaa][ffffff]树 冬季常绿植物","[DECEA3]種子-樹木 [aaaaaa][ffffff]冬常青"
treePlantedWinterPine28m,,,,,"[00ff00]Harvest (5/5) [ffffff]Winter Evergreen",,"[00ff00]Sammeln (5/5) [ffffff]Winterimmergrün","[00ff00]Cosechar (5/5) [ffffff]Hoja Perenne de Invierno","[00ff00]Récolter (5/5) [ffffff]conifère d'hiver","[00ff00]Raccogli (5/5) [ffffff]Pino Sempreverde","[00ff00]採取する： (5/5) [ffffff]冬の常緑樹","[00ff00]수확 (5/5) [ffffff]겨울 상록수","[00ff00]Pozyskaj (5/5) [ffffff]zima, zimnozielone","[00ff00]Colher (5/5) [ffffff]Sempre-viva de inverno","[00ff00]Добыть (5/5) [ffffff]вечнозеленое зимнее","[00ff00]Topla (5/5) [ffffff]Kış Yaprak Dökmeyen","[00ff00]收集 (5/5) [ffffff]树 冬季常绿植物","[00ff00]收穫 (5/5) [ffffff]冬常青"
treePlantedWinterPine6m,,,,,"[DECEA3]Growing (2/5) [ffffff]Winter Evergreen",,"[DECEA3]Anbau (2/5) [ffffff]Winterimmergrün","[DECEA3]creciendo (2/5) [ffffff]Hoja Perenne de Invierno","[DECEA3]pousse (2/5) [ffffff]conifère d'hiver","[DECEA3]in crescita (2/5) [ffffff]Pino Sempreverde","[DECEA3]生育中 (2/5) [ffffff]冬の常緑樹","[DECEA3]성장 중 (2/5) [ffffff]겨울 상록수","[DECEA3]rosnący (2/5) [ffffff]zima, zimnozielone","[DECEA3]cultivo (2/5) [ffffff]Sempre-viva de inverno","[DECEA3]растет (2/5) [ffffff]вечнозеленое зимнее","[DECEA3]Yetişen (2/5) [ffffff]Kış Yaprak Dökmeyen","[DECEA3]生长中 (2/5) [ffffff]树 冬季常绿植物","[DECEA3]生長中 (2/5) [ffffff]冬常青"
treePlantedMountainPine12mx5,,,,,"[DECEA3]Growing (2/5) [ffffff]Mountain Pine[ffb400] x5[ffffff]",,"[DECEA3]Anbau (2/5) [ffffff]Bergkiefer[ffb400] x5[ffffff]","[DECEA3]creciendo (2/5) [ffffff]Pino de Montaña[ffb400] x5[ffffff]","[DECEA3]pousse (2/5) [ffffff]pin des montagnes[ffb400] x5[ffffff]","[DECEA3]in crescita (2/5) [ffffff]Pin des Montagnes[ffb400] x5[ffffff]","[DECEA3]生育中 (2/5) [ffffff]モンタナマツ[ffb400] x5[ffffff]","[DECEA3]성장 중 (2/5) [ffffff]소나무[ffb400] x5[ffffff]","[DECEA3]rosnący (2/5) [ffffff]sosna kłująca[ffb400] x5[ffffff]","[DECEA3]cultivo (2/5) [ffffff]Pinheiro da Montanha[ffb400] x5[ffffff]","[DECEA3]растет (2/5) [ffffff]горная сосна[ffb400] x5[ffffff]","[DECEA3]Yetişen (2/5) [ffffff]Dağ Çamı[ffb400] x5[ffffff]","[DECEA3]生长中 (2/5) [ffffff]山松[ffb400] x5[ffffff]","[DECEA3]生長中 (2/5) [ffffff]山松[ffb400] x5[ffffff]"
treePlantedMountainPine19mx5,,,,,"[DECEA3]Growing (3/5) [ffffff]Mountain Pine[ffb400] x5[ffffff]",,"[DECEA3]Anbau (3/5) [ffffff]Bergkiefer[ffb400] x5[ffffff]","[DECEA3]creciendo (3/5) [ffffff]Pino de Montaña[ffb400] x5[ffffff]","[DECEA3]pousse (3/5) [ffffff]pin des montagnes[ffb400] x5[ffffff]","[DECEA3]in crescita (3/5) [ffffff]Pin des Montagnes[ffb400] x5[ffffff]","[DECEA3]生育中 (3/5) [ffffff]モンタナマツ[ffb400] x5[ffffff]","[DECEA3]성장 중 (3/5) [ffffff]소나무[ffb400] x5[ffffff]","[DECEA3]rosnący (3/5) [ffffff]sosna kłująca[ffb400] x5[ffffff]","[DECEA3]cultivo (3/5) [ffffff]Pinheiro da Montanha[ffb400] x5[ffffff]","[DECEA3]растет (3/5) [ffffff]горная сосна[ffb400] x5[ffffff]","[DECEA3]Yetişen (3/5) [ffffff]Dağ Çamı[ffb400] x5[ffffff]","[DECEA3]生长中 (3/5) [ffffff]山松[ffb400] x5[ffffff]","[DECEA3]生長中 (3/5) [ffffff]山松[ffb400] x5[ffffff]"
treePlantedMountainPine1mx5,,,,,"[DECEA3]Seed-Trees [aaaaab][ffffff]Mountain Pine[ffb400] x5[ffffff]",,"[DECEA3]Samen-Bäume [aaaaab][ffffff]Bergkiefer[ffb400] x5[ffffff]","[DECEA3]semilla-Árboles [aaaaab][ffffff]Pino de Montaña[ffb400] x5[ffffff]","[DECEA3]graine-Arbres [aaaaab][ffffff]pin des montagnes[ffb400] x5[ffffff]","[DECEA3]seme-Alberi [aaaaab][ffffff]Pin des Montagnes[ffb400] x5[ffffff]","[DECEA3]種子-木 [aaaaab][ffffff]モンタナマツ[ffb400] x5[ffffff]","[DECEA3]씨앗-나무 [aaaaab][ffffff]소나무[ffb400] x5[ffffff]","[DECEA3]nasiono-Drzewa [aaaaab][ffffff]sosna kłująca[ffb400] x5[ffffff]","[DECEA3]semente-Árvores [aaaaab][ffffff]Pinheiro da Montanha[ffb400] x5[ffffff]","[DECEA3]семя-Деревья [aaaaab][ffffff]горная сосна[ffb400] x5[ffffff]","[DECEA3]Tohum-Ağaçlar [aaaaab][ffffff]Dağ Çamı[ffb400] x5[ffffff]","[DECEA3]种子-树 [aaaaab][ffffff]山松[ffb400] x5[ffffff]","[DECEA3]種子-樹木 [aaaaab][ffffff]山松[ffb400] x5[ffffff]"
treePlantedMountainPine27mx5,,,,,"[DECEA3]Growing (4/5) [ffffff]Mountain Pine[ffb400] x5[ffffff]",,"[DECEA3]Anbau (4/5) [ffffff]Bergkiefer[ffb400] x5[ffffff]","[DECEA3]creciendo (4/5) [ffffff]Pino de Montaña[ffb400] x5[ffffff]","[DECEA3]pousse (4/5) [ffffff]pin des montagnes[ffb400] x5[ffffff]","[DECEA3]in crescita (4/5) [ffffff]Pin des Montagnes[ffb400] x5[ffffff]","[DECEA3]生育中 (4/5) [ffffff]モンタナマツ[ffb400] x5[ffffff]","[DECEA3]성장 중 (4/5) [ffffff]소나무[ffb400] x5[ffffff]","[DECEA3]rosnący (4/5) [ffffff]sosna kłująca[ffb400] x5[ffffff]","[DECEA3]cultivo (4/5) [ffffff]Pinheiro da Montanha[ffb400] x5[ffffff]","[DECEA3]растет (4/5) [ffffff]горная сосна[ffb400] x5[ffffff]","[DECEA3]Yetişen (4/5) [ffffff]Dağ Çamı[ffb400] x5[ffffff]","[DECEA3]生长中 (4/5) [ffffff]山松[ffb400] x5[ffffff]","[DECEA3]生長中 (4/5) [ffffff]山松[ffb400] x5[ffffff]"
treePlantedMountainPine41mx5,,,,,"[00ff00]Harvest (5/5) [ffffff]Mountain Pine[ffb400] x5[ffffff]",,"[00ff00]Sammeln (5/5) [ffffff]Bergkiefer[ffb400] x5[ffffff]","[00ff00]Cosechar (5/5) [ffffff]Pino de Montaña[ffb400] x5[ffffff]","[00ff00]Récolter (5/5) [ffffff]pin des montagnes[ffb400] x5[ffffff]","[00ff00]Raccogli (5/5) [ffffff]Pin des Montagnes[ffb400] x5[ffffff]","[00ff00]採取する： (5/5) [ffffff]モンタナマツ[ffb400] x5[ffffff]","[00ff00]수확 (5/5) [ffffff]소나무[ffb400] x5[ffffff]","[00ff00]Pozyskaj (5/5) [ffffff]sosna kłująca[ffb400] x5[ffffff]","[00ff00]Colher (5/5) [ffffff]Pinheiro da Montanha[ffb400] x5[ffffff]","[00ff00]Добыть (5/5) [ffffff]горная сосна[ffb400] x5[ffffff]","[00ff00]Topla (5/5) [ffffff]Dağ Çamı[ffb400] x5[ffffff]","[00ff00]收集 (5/5) [ffffff]山松[ffb400] x5[ffffff]","[00ff00]收穫 (5/5) [ffffff]山松[ffb400] x5[ffffff]"
treePlantedOak08mx5,,,,,"[DECEA3]Growing (2/5) [ffffff]Oak[ffb400] x5[ffffff]",,"[DECEA3]Anbau (2/5) [ffffff]Eiche[ffb400] x5[ffffff]","[DECEA3]creciendo (2/5) [ffffff]Roble[ffb400] x5[ffffff]","[DECEA3]pousse (2/5) [ffffff]chêne[ffb400] x5[ffffff]","[DECEA3]in crescita (2/5) [ffffff]Quercia[ffb400] x5[ffffff]","[DECEA3]生育中 (2/5) [ffffff]オーク[ffb400] x5[ffffff]","[DECEA3]성장 중 (2/5) [ffffff]오크[ffb400] x5[ffffff]","[DECEA3]rosnący (2/5) [ffffff]dąb[ffb400] x5[ffffff]","[DECEA3]cultivo (2/5) [ffffff]Carvalho[ffb400] x5[ffffff]","[DECEA3]растет (2/5) [ffffff]дуб[ffb400] x5[ffffff]","[DECEA3]Yetişen (2/5) [ffffff]Meşe[ffb400] x5[ffffff]","[DECEA3]生长中 (2/5) [ffffff]橡树 [ffb400] x5[ffffff]","[DECEA3]生長中 (2/5) [ffffff]橡樹[ffb400] x5[ffffff]"
treePlantedOak16mx5,,,,,"[DECEA3]Growing (3/5) [ffffff]Oak[ffb400] x5[ffffff]",,"[DECEA3]Anbau (3/5) [ffffff]Eiche[ffb400] x5[ffffff]","[DECEA3]creciendo (3/5) [ffffff]Roble[ffb400] x5[ffffff]","[DECEA3]pousse (3/5) [ffffff]chêne[ffb400] x5[ffffff]","[DECEA3]in crescita (3/5) [ffffff]Quercia[ffb400] x5[ffffff]","[DECEA3]生育中 (3/5) [ffffff]オーク[ffb400] x5[ffffff]","[DECEA3]성장 중 (3/5) [ffffff]오크[ffb400] x5[ffffff]","[DECEA3]rosnący (3/5) [ffffff]dąb[ffb400] x5[ffffff]","[DECEA3]cultivo (3/5) [ffffff]Carvalho[ffb400] x5[ffffff]","[DECEA3]растет (3/5) [ffffff]дуб[ffb400] x5[ffffff]","[DECEA3]Yetişen (3/5) [ffffff]Meşe[ffb400] x5[ffffff]","[DECEA3]生长中 (3/5) [ffffff]橡树 [ffb400] x5[ffffff]","[DECEA3]生長中 (3/5) [ffffff]橡樹[ffb400] x5[ffffff]"
treePlantedOak1mx5,,,,,"[DECEA3]Seed-Trees [aaaaab][ffffff]Oak[ffb400] x5[ffffff]",,"[DECEA3]Samen-Bäume [aaaaab][ffffff]Eiche[ffb400] x5[ffffff]","[DECEA3]semilla-Árboles [aaaaab][ffffff]Roble[ffb400] x5[ffffff]","[DECEA3]graine-Arbres [aaaaab][ffffff]chêne[ffb400] x5[ffffff]","[DECEA3]seme-Alberi [aaaaab][ffffff]Quercia[ffb400] x5[ffffff]","[DECEA3]種子-木 [aaaaab][ffffff]オーク[ffb400] x5[ffffff]","[DECEA3]씨앗-나무 [aaaaab][ffffff]오크[ffb400] x5[ffffff]","[DECEA3]nasiono-Drzewa [aaaaab][ffffff]dąb[ffb400] x5[ffffff]","[DECEA3]semente-Árvores [aaaaab][ffffff]Carvalho[ffb400] x5[ffffff]","[DECEA3]семя-Деревья [aaaaab][ffffff]дуб[ffb400] x5[ffffff]","[DECEA3]Tohum-Ağaçlar [aaaaab][ffffff]Meşe[ffb400] x5[ffffff]","[DECEA3]种子-树 [aaaaab][ffffff]橡树 [ffb400] x5[ffffff]","[DECEA3]種子-樹木 [aaaaab][ffffff]橡樹[ffb400] x5[ffffff]"
treePlantedOak27mx5,,,,,"[DECEA3]Growing (4/5) [ffffff]Oak[ffb400] x5[ffffff]",,"[DECEA3]Anbau (4/5) [ffffff]Eiche[ffb400] x5[ffffff]","[DECEA3]creciendo (4/5) [ffffff]Roble[ffb400] x5[ffffff]","[DECEA3]pousse (4/5) [ffffff]chêne[ffb400] x5[ffffff]","[DECEA3]in crescita (4/5) [ffffff]Quercia[ffb400] x5[ffffff]","[DECEA3]生育中 (4/5) [ffffff]オーク[ffb400] x5[ffffff]","[DECEA3]성장 중 (4/5) [ffffff]오크[ffb400] x5[ffffff]","[DECEA3]rosnący (4/5) [ffffff]dąb[ffb400] x5[ffffff]","[DECEA3]cultivo (4/5) [ffffff]Carvalho[ffb400] x5[ffffff]","[DECEA3]растет (4/5) [ffffff]дуб[ffb400] x5[ffffff]","[DECEA3]Yetişen (4/5) [ffffff]Meşe[ffb400] x5[ffffff]","[DECEA3]生长中 (4/5) [ffffff]橡树 [ffb400] x5[ffffff]","[DECEA3]生長中 (4/5) [ffffff]橡樹[ffb400] x5[ffffff]"
treePlantedOak41mx5,,,,,"[00ff00]Harvest (5/5) [ffffff]Oak[ffb400] x5[ffffff]",,"[00ff00]Sammeln (5/5) [ffffff]Eiche[ffb400] x5[ffffff]","[00ff00]Cosechar (5/5) [ffffff]Roble[ffb400] x5[ffffff]","[00ff00]Récolter (5/5) [ffffff]chêne[ffb400] x5[ffffff]","[00ff00]Raccogli (5/5) [ffffff]Quercia[ffb400] x5[ffffff]","[00ff00]採取する： (5/5) [ffffff]オーク[ffb400] x5[ffffff]","[00ff00]수확 (5/5) [ffffff]오크[ffb400] x5[ffffff]","[00ff00]Pozyskaj (5/5) [ffffff]dąb[ffb400] x5[ffffff]","[00ff00]Colher (5/5) [ffffff]Carvalho[ffb400] x5[ffffff]","[00ff00]Добыть (5/5) [ffffff]дуб[ffb400] x5[ffffff]","[00ff00]Topla (5/5) [ffffff]Meşe[ffb400] x5[ffffff]","[00ff00]收集 (5/5) [ffffff]橡树 [ffb400] x5[ffffff]","[00ff00]收穫 (5/5) [ffffff]橡樹[ffb400] x5[ffffff]"
treePlantedWinterPine13mx5,,,,,"[DECEA3]Growing (3/5) [ffffff]Winter Evergreen[ffb400] x5[ffffff]",,"[DECEA3]Anbau (3/5) [ffffff]Winterimmergrün[ffb400] x5[ffffff]","[DECEA3]creciendo (3/5) [ffffff]Hoja Perenne de Invierno[ffb400] x5[ffffff]","[DECEA3]pousse (3/5) [ffffff]conifère d'hiver[ffb400] x5[ffffff]","[DECEA3]in crescita (3/5) [ffffff]Pino Sempreverde[ffb400] x5[ffffff]","[DECEA3]生育中 (3/5) [ffffff]冬の常緑樹[ffb400] x5[ffffff]","[DECEA3]성장 중 (3/5) [ffffff]겨울 상록수[ffb400] x5[ffffff]","[DECEA3]rosnący (3/5) [ffffff]zima, zimnozielone[ffb400] x5[ffffff]","[DECEA3]cultivo (3/5) [ffffff]Sempre-viva de inverno[ffb400] x5[ffffff]","[DECEA3]растет (3/5) [ffffff]вечнозеленое зимнее[ffb400] x5[ffffff]","[DECEA3]Yetişen (3/5) [ffffff]Kış Yaprak Dökmeyen[ffb400] x5[ffffff]","[DECEA3]生长中 (3/5) [ffffff]树 冬季常绿植物[ffb400] x5[ffffff]","[DECEA3]生長中 (3/5) [ffffff]冬常青[ffb400] x5[ffffff]"
treePlantedWinterPine19mx5,,,,,"[DECEA3]Growing (4/5) [ffffff]Winter Evergreen[ffb400] x5[ffffff]",,"[DECEA3]Anbau (4/5) [ffffff]Winterimmergrün[ffb400] x5[ffffff]","[DECEA3]creciendo (4/5) [ffffff]Hoja Perenne de Invierno[ffb400] x5[ffffff]","[DECEA3]pousse (4/5) [ffffff]conifère d'hiver[ffb400] x5[ffffff]","[DECEA3]in crescita (4/5) [ffffff]Pino Sempreverde[ffb400] x5[ffffff]","[DECEA3]生育中 (4/5) [ffffff]冬の常緑樹[ffb400] x5[ffffff]","[DECEA3]성장 중 (4/5) [ffffff]겨울 상록수[ffb400] x5[ffffff]","[DECEA3]rosnący (4/5) [ffffff]zima, zimnozielone[ffb400] x5[ffffff]","[DECEA3]cultivo (4/5) [ffffff]Sempre-viva de inverno[ffb400] x5[ffffff]","[DECEA3]растет (4/5) [ffffff]вечнозеленое зимнее[ffb400] x5[ffffff]","[DECEA3]Yetişen (4/5) [ffffff]Kış Yaprak Dökmeyen[ffb400] x5[ffffff]","[DECEA3]生长中 (4/5) [ffffff]树 冬季常绿植物[ffb400] x5[ffffff]","[DECEA3]生長中 (4/5) [ffffff]冬常青[ffb400] x5[ffffff]"
