Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
disaCrossbowBoltExploding,items,Item,,,"[DECEA3]Disassembled:[ffffff] Bolt, Exploding",,"[DECEA3]Zerlegt:[ffffff] Sprengbolzen für Armbrüste","[DECEA3]Desmontado: [ffffff]Saetas explosiva para ballesta","[DECEA3]Démonté: [ffffff]Carreaux d'arbalète explosifs","[DECEA3]Smontato: [ffffff]Dardi per balestra esplosivi","[DECEA3]分解: [ffffff]クロスボウ用爆発ボルト","[DECEA3]분해: [ffffff]폭발 석궁 볼트","[DECEA3]Zdemontowane: [ffffff]Wybuchowe bełty","[DECEA3]Desmontado: [ffffff]Virotes de Besta Explosivos","[DECEA3]Разобранный: [ffffff]Взрывные болты для арбалета","[DECEA3]Demonte: [ffffff]Patlayan Arbalet Oku","[DECEA3]拆卸: [ffffff]爆炸弩箭","[DECEA3]拆卸: [ffffff]爆炸十字弓箭"
disaCrossbowBoltFlaming,items,Item,,,"[DECEA3]Disassembled:[ffffff] Bolt, Flaming",,"[DECEA3]Zerlegt:[ffffff] Feuerbolzen für Armbrüste (Munition)","[DECEA3]Desmontado: [ffffff]Saeta en llamas para ballesta (munición)","[DECEA3]Démonté: [ffffff]Carreau d'arbalète enflammé (munition)","[DECEA3]Smontato: [ffffff]Dardo per balestra infuocato (Munizioni)","[DECEA3]分解: [ffffff]クロスボウ用燃焼ボルト（弾薬）","[DECEA3]분해: [ffffff]불 석궁 볼트 (탄약)","[DECEA3]Zdemontowane: [ffffff]Płonący bełt (amunicja)","[DECEA3]Desmontado: [ffffff]Virotes de Besta Flamejantes (Munição)","[DECEA3]Разобранный: [ffffff]Зажигательный болт для арбалета (боеприпасы)","[DECEA3]Demonte: [ffffff]Alevli Arbalet Oku (Mühimmat)","[DECEA3]拆卸: [ffffff]燃烧弩箭（弹药）","[DECEA3]拆卸: [ffffff]燃燒十字弓箭（彈藥）"
disaCrossbowBoltIron,items,Item,,,"[DECEA3]Disassembled:[ffffff] Bolt, Iron",,"[DECEA3]Zerlegt:[ffffff] Eisenbolzen für Armbrüste (Munition)","[DECEA3]Desmontado: [ffffff]Saeta de hierro para ballesta (munición)","[DECEA3]Démonté: [ffffff]Carreau d'arbalète en fer (munition)","[DECEA3]Smontato: [ffffff]Dardo per balestra di ferro (Munizioni)","[DECEA3]分解: [ffffff]クロスボウ用鉄ボルト（弾薬）","[DECEA3]분해: [ffffff]철제 석궁 볼트 (탄약)","[DECEA3]Zdemontowane: [ffffff]Żelazny bełt (amunicja)","[DECEA3]Desmontado: [ffffff]Virotes de Besta de Ferro (Munição)","[DECEA3]Разобранный: [ffffff]Железный болт для арбалета (боеприпасы)","[DECEA3]Demonte: [ffffff]Demir Arbalet Oku (Mühimmat)","[DECEA3]拆卸: [ffffff]铁弩箭（弹药）","[DECEA3]拆卸: [ffffff]鐵十字弓箭（彈藥）"
disaCrossbowBoltSteelAP,items,Item,,,"[DECEA3]Disassembled:[ffffff] Bolt, Steel",,"[DECEA3]Zerlegt:[ffffff] Stahlbolzen für Armbrüste (Munition)","[DECEA3]Desmontado: [ffffff]Saeta de acero para ballesta (munición)","[DECEA3]Démonté: [ffffff]Carreau d'arbalète en acier (munition)","[DECEA3]Smontato: [ffffff]Dardo per balestra d'acciaio (Munizioni)","[DECEA3]分解: [ffffff]クロスボウ用鉄鋼ボルト（弾薬）","[DECEA3]분해: [ffffff]강철 석궁 볼트 (탄약)","[DECEA3]Zdemontowane: [ffffff]Stalowy bełt (amunicja)","[DECEA3]Desmontado: [ffffff]Virotes de Besta de Aço (Munição)","[DECEA3]Разобранный: [ffffff]Стальной болт для арбалета (боеприпасы)","[DECEA3]Demonte: [ffffff]Çelik Arbalet Oku (Mühimmat)","[DECEA3]拆卸: [ffffff]钢弩箭（弹药）","[DECEA3]拆卸: [ffffff]鋼十字弓箭（彈藥）"
disaCrossbowBoltStone,items,Item,,,"[DECEA3]Disassembled:[ffffff] Bolt, Stone",,"[DECEA3]Zerlegt:[ffffff] Steinbolzen für Armbrüste (Munition)","[DECEA3]Desmontado: [ffffff]Saeta de piedra para ballesta (munición)","[DECEA3]Démonté: [ffffff]Carreau d'arbalète en pierre (munition)","[DECEA3]Smontato: [ffffff]Dardo per balestra di pietra (Munizioni)","[DECEA3]分解: [ffffff]クロスボウ用石ボルト（弾薬）","[DECEA3]분해: [ffffff]돌 석궁 볼트 (탄약)","[DECEA3]Zdemontowane: [ffffff]Kamienny bełt (amunicja)","[DECEA3]Desmontado: [ffffff]Virotes de Besta de Pedra (Munição)","[DECEA3]Разобранный: [ffffff]Каменный болт для арбалета (боеприпасы)","[DECEA3]Demonte: [ffffff]Taş Arbalet Oku (Mühimmat)","[DECEA3]拆卸: [ffffff]石头弩箭（弹药）","[DECEA3]拆卸: [ffffff]石十字弓箭（彈藥）"
disaDartIron,items,Item,,,"[DECEA3]Disassembled:[ffffff] Iron Dart",,"[DECEA3]Zerlegt:[ffffff] Eisendart (Munition)","[DECEA3]Desmontado: [ffffff]Dardo de hierro (munición)","[DECEA3]Démonté: [ffffff]Fléchette en fer (munition)","[DECEA3]Smontato: [ffffff]Dardo di ferro (Munizioni)","[DECEA3]分解: [ffffff]鉄ダーツ（弾薬）","[DECEA3]분해: [ffffff]철제 다트 (탄약)","[DECEA3]Zdemontowane: [ffffff]Żelazna rzutka (amunicja)","[DECEA3]Desmontado: [ffffff]Dardo de Ferro (Munição)","[DECEA3]Разобранный: [ffffff]Железный дротик (боеприпасы)","[DECEA3]Demonte: [ffffff]Demir Tuzak Oku (Mühimmat)","[DECEA3]拆卸: [ffffff]铁飞镖（弹药）","[DECEA3]拆卸: [ffffff]鐵標槍（彈藥）"
disaJunkTurretAP,items,Item,,,"[DECEA3]Disassembled:[ffffff] Robotic Turret Ammo, AP",,"[DECEA3]Zerlegt:[ffffff] Panzerbrechende Robotik-Geschützturm-Munition","[DECEA3]Desmontado: [ffffff]Munición perforante para torretas robóticas","[DECEA3]Démonté: [ffffff]Munitions AP de tourelle robotique","[DECEA3]Smontato: [ffffff]Munizioni perforanti per torretta robotica","[DECEA3]分解: [ffffff]APロボット砲台弾","[DECEA3]분해: [ffffff]로보틱 터렛 철갑탄","[DECEA3]Zdemontowane: [ffffff]Amunicja przeciwpancerna do robotycznej wieżyczki","[DECEA3]Desmontado: [ffffff]Munição de Torreta Robótica AP","[DECEA3]Разобранный: [ffffff]Бронебойные боеприпасы для роботизированной пушки","[DECEA3]Demonte: [ffffff]Zırh Delici Robot Taret Mühimmatı","[DECEA3]拆卸: [ffffff]机器人炮塔穿甲弹药","[DECEA3]拆卸: [ffffff]AP機器人炮塔彈藥"
disaJunkTurretRegular,items,Item,,,"[DECEA3]Disassembled:[ffffff] Robotic Turret Ammo",,"[DECEA3]Zerlegt:[ffffff] Robotik-Geschützturm-Munition","[DECEA3]Desmontado: [ffffff]Munición de torreta robótica","[DECEA3]Démonté: [ffffff]Munitions de tourelle robotique","[DECEA3]Smontato: [ffffff]Munizioni per torretta robotica","[DECEA3]分解: [ffffff]ロボット砲台用弾薬","[DECEA3]분해: [ffffff]로보틱 터렛 탄약","[DECEA3]Zdemontowane: [ffffff]Amunicja do robotycznej wieżyczki","[DECEA3]Desmontado: [ffffff]Munição de Torreta Robótica","[DECEA3]Разобранный: [ffffff]Боеприпасы для роботизированной пушки","[DECEA3]Demonte: [ffffff]Robot Taret Mühimmatı","[DECEA3]拆卸: [ffffff]机器人炮塔弹药","[DECEA3]拆卸: [ffffff]機器人炮塔彈藥"
disaJunkTurretShell,items,Item,,,"[DECEA3]Disassembled:[ffffff] Robotic Turret Ammo, Shells",,"[DECEA3]Zerlegt:[ffffff] Robotik-Geschützturm-Patronen (Munition)","[DECEA3]Desmontado: [ffffff]Cartuchos para torretas robóticas (munición)","[DECEA3]Démonté: [ffffff]Cartouches de tourelle robotique (munitions)","[DECEA3]Smontato: [ffffff]Bossoli per torretta robotica (Munizioni)","[DECEA3]分解: [ffffff]ロボット砲台シェル(弾)","[DECEA3]분해: [ffffff]로보틱 터렛 포탄(탄약)","[DECEA3]Zdemontowane: [ffffff]Naboje ze śrutem do robotycznej wieżyczki (amunicja)","[DECEA3]Desmontado: [ffffff]Cartuchos de Torreta Robótica (Munição)","[DECEA3]Разобранный: [ffffff]Патроны для роботизированной пушки (боеприпасы)","[DECEA3]Demonte: [ffffff]Robot Taret Fişeği (Mühimmat)","[DECEA3]拆卸: [ffffff]机器人炮塔霰弹（弹药）","[DECEA3]拆卸: [ffffff]機器人炮塔散彈 (彈藥)"
disaRocketFrag,items,Item,,,"[DECEA3]Disassembled:[ffffff] Rocket Frag",,"[DECEA3]Zerlegt:[ffffff] Frag-Rakete (Munition)","[DECEA3]Desmontado: [ffffff]Cohete de mano (munición)","[DECEA3]Démonté: [ffffff]Roquette à fragmentation (munition)","[DECEA3]Smontato: [ffffff]Razzo frag (Munizioni)","[DECEA3]分解: [ffffff]破砕ロケット（弾薬）","[DECEA3]분해: [ffffff]로켓 파편 (탄약)","[DECEA3]Zdemontowane: [ffffff]Rakieta (amunicja)","[DECEA3]Desmontado: [ffffff]Foguete de Fragmentação (Munição)","[DECEA3]Разобранный: [ffffff]Осколочная реактивная граната (боеприпасы)","[DECEA3]Demonte: [ffffff]Parçalı Roket (Mühimmat)","[DECEA3]拆卸: [ffffff]火箭弹（弹药）","[DECEA3]拆卸: [ffffff]火箭手榴彈（彈藥）"
disaRocketHE,items,Item,,,"[DECEA3]Disassembled:[ffffff] Rocket HE",,"[DECEA3]Zerlegt:[ffffff] HE-Rakete (Munition)","[DECEA3]Desmontado: [ffffff]Cohete altamente explosivo (munición)","[DECEA3]Démonté: [ffffff]Roquette HE (munition)","[DECEA3]Smontato: [ffffff]Razzo AE","[DECEA3]分解: [ffffff]榴弾ロケット（弾薬）","[DECEA3]분해: [ffffff]로켓 HE (탄약)","[DECEA3]Zdemontowane: [ffffff]Rakieta z dodatkowymi ładunkami wybuchowymi (amunicja)","[DECEA3]Desmontado: [ffffff]Foguete de Alto Explosivo (Munição)","[DECEA3]Разобранный: [ffffff]Фугасная реактивная граната (боеприпасы)","[DECEA3]Demonte: [ffffff]Roket HE (Mühimmat)","[DECEA3]拆卸: [ffffff]高爆火箭弹（弹药）","[DECEA3]拆卸: [ffffff]火箭高爆彈（彈藥）"
disaShotgunBreachingSlug,items,Item,,,"[DECEA3]Disassembled:[ffffff] Shotgun Breaching Slug",,"[DECEA3]Zerlegt:[ffffff] Schrotflinten-Türöffnergeschoss (Munition)","[DECEA3]Desmontado: [ffffff]Bala de rotura de escopeta (munición)","[DECEA3]Démonté: [ffffff]Balle brise-porte pour fusil à pompe","[DECEA3]Smontato: [ffffff]Cartuccia da irruzione per fucile (Munizioni)","[DECEA3]分解: [ffffff]ショットガン用ブリーチング弾（弾薬）","[DECEA3]분해: [ffffff]샷건 돌파 슬러그 (탄약)","[DECEA3]Zdemontowane: [ffffff]Amunicja do strzelby do wyważania drzwi (amunicja)","[DECEA3]Desmontado: [ffffff]Projétil Pesado de Espingarda (Munição)","[DECEA3]Разобранный: [ffffff]Патроны с разделённым пороховым зарядом для дробовика (боеприпасы)","[DECEA3]Demonte: [ffffff]Pompalı Tüfek Savunma Fişeği (Mühimmat)","[DECEA3]拆卸: [ffffff]霰弹枪拆门弹（弹药）","[DECEA3]拆卸: [ffffff]散彈獵槍破門彈盒（彈藥）"
disaShotgunShell,items,Item,,,"[DECEA3]Disassembled:[ffffff] Shotgun Shell",,"[DECEA3]Zerlegt:[ffffff] Schrotflintenpatrone (Munition)","[DECEA3]Desmontado: [ffffff]Cartucho de escopeta (munición)","[DECEA3]Démonté: [ffffff]Cartouche de fusil à pompe (munition)","[DECEA3]Smontato: [ffffff]Bossolo per fucile (Munizioni)","[DECEA3]分解: [ffffff]ショットガン用シェル（弾薬）","[DECEA3]분해: [ffffff]샷건 탄약 (탄약)","[DECEA3]Zdemontowane: [ffffff]Naboje do strzelby (amunicja)","[DECEA3]Desmontado: [ffffff]Cartucho de Espingarda (Munição)","[DECEA3]Разобранный: [ffffff]Патроны для дробовика (боеприпасы)","[DECEA3]Demonte: [ffffff]Pompalı Tüfek Fişeği (Mühimmat)","[DECEA3]拆卸: [ffffff]霰弹（弹药）","[DECEA3]拆卸: [ffffff]散彈獵槍子彈（彈藥）"
disaShotgunSlug,items,Item,,,"[DECEA3]Disassembled:[ffffff] Shotgun AP Slug",,"[DECEA3]Zerlegt:[ffffff] Panzerbrechendes Schrotflintengeschoss (Munition)","[DECEA3]Desmontado: [ffffff]Bala con perforación de armadura de escopeta (munición)","[DECEA3]Démonté: [ffffff]Balle AP pour fusil à pompe (munition)","[DECEA3]Smontato: [ffffff]Cartuccia perforante per fucile (Munizioni)","[DECEA3]分解: [ffffff]ショットガン用AP弾（弾薬）","[DECEA3]분해: [ffffff]샷건 AP 슬러그 (탄약)","[DECEA3]Zdemontowane: [ffffff]Przeciwpancerne naboje kulowe do strzelby (amunicja)","[DECEA3]Desmontado: [ffffff]Projétil AP de Espingarda (Munição)","[DECEA3]Разобранный: [ffffff]Бронебойные патроны для дробовика (боеприпасы)","[DECEA3]Demonte: [ffffff]Pompalı Tüfek AP Fişeği (Mühimmat)","[DECEA3]拆卸: [ffffff]霰弹枪穿甲弹（弹药）","[DECEA3]拆卸: [ffffff]散彈獵槍穿甲彈（彈藥）"
dthrownAmmoMolotovCocktail,items,Item,,,"[DECEA3]Disassembled:[ffffff] Molotov Cocktail",,"[DECEA3]Zerlegt:[ffffff] Molotowcocktail (Munition)","[DECEA3]Desmontado: [ffffff]Cóctel molotov (munición)","[DECEA3]Démonté: [ffffff]Cocktail Molotov (munition)","[DECEA3]Smontato: [ffffff]Molotov","[DECEA3]分解: [ffffff]モロトフ・カクテル（弾薬）","[DECEA3]분해: [ffffff]화염병 (탄약)","[DECEA3]Zdemontowane: [ffffff]Koktajl Mołotowa (amunicja)","[DECEA3]Desmontado: [ffffff]Coquetel Molotov (munição)","[DECEA3]Разобранный: [ffffff]Коктейль Молотова (боеприпасы)","[DECEA3]Demonte: [ffffff]Molotof Kokteyli (Mühimmat)","[DECEA3]拆卸: [ffffff]燃烧瓶（弹药）","[DECEA3]拆卸: [ffffff]燃燒彈（彈藥）"
dthrownAmmoPipeBomb,items,Item,,,"[DECEA3]Disassembled:[ffffff] Pipe Bomb",,"[DECEA3]Zerlegt:[ffffff] Rohrbombe (Munition)","[DECEA3]Desmontado: [ffffff]Bomba de Tubo (munición)","[DECEA3]Démonté: [ffffff]Bombe-tuyau (munition)","[DECEA3]Smontato: [ffffff]Tubo bomba","[DECEA3]分解: [ffffff]パイプ爆弾（弾薬）","[DECEA3]분해: [ffffff]파이프 폭탄 (탄약)","[DECEA3]Zdemontowane: [ffffff]Rurobomba (amunicja)","[DECEA3]Desmontado: [ffffff]Bomba caseira (munição)","[DECEA3]Разобранный: [ffffff]Самодельная бомба (боеприпасы)","[DECEA3]Demonte: [ffffff]Boru Bombası (Mühimmat)","[DECEA3]拆卸: [ffffff]管状炸弹（弹药）","[DECEA3]拆卸: [ffffff]管狀炸彈（彈藥）"
