Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
plantedAloe3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Aloe Vera Plant",,"[00ff00]Sammeln[ffffff] Aloe-Vera-Pflanze","[00ff00]Cosechar[ffffff] Planta de aloe vera","[00ff00]Récolter[ffffff] Plant d'aloe vera","[00ff00]Raccogli[ffffff] Pianta di aloe vera","[00ff00]採取する：[ffffff] アロエ","[00ff00]수확[ffffff] 알로에베라","[00ff00]Pozyskaj[ffffff] Aloes — roślina","[00ff00]Colher[ffffff] Planta de babosa","[00ff00]Добыть[ffffff] Растение «Алоэ вера»","[00ff00]Topla[ffffff] Aloe Vera Bitkisi","[00ff00]收集[ffffff] 芦荟植株","[00ff00]收穫[ffffff] 蘆薈植株"
plantedBlueberry1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Blueberry",,"[aaaaab][DECEA3]Samen[ffffff] Heidelbeeren","[aaaaab][DECEA3]semilla[ffffff] Mora","[aaaaab][DECEA3]graine[ffffff] Myrtille","[aaaaab][DECEA3]seme[ffffff] Mirtilli","[aaaaab][DECEA3]種子[ffffff] ブルーベリー（種子）","[aaaaab][DECEA3]씨앗[ffffff] 블루베리","[aaaaab][DECEA3]nasiono[ffffff] Czarna jagoda","[aaaaab][DECEA3]semente[ffffff] Mirtilo","[aaaaab][DECEA3]семя[ffffff] Черника","[aaaaab][DECEA3]Tohum[ffffff] Yabanmersini","[aaaaab][DECEA3]种子[ffffff] 蓝莓（种子）","[aaaaab][DECEA3]種子[ffffff] 藍莓（種子）"
plantedBlueberry2,blocks,Block,,,"[DECEA3]Growing[ffffff] Blueberry",,"[DECEA3]Anbau[ffffff] Heidelbeeren","[DECEA3]creciendo[ffffff] Mora","[DECEA3]pousse[ffffff] Myrtille","[DECEA3]in crescita[ffffff] Mirtilli","[DECEA3]生育中[ffffff] ブルーベリー（生育中）","[DECEA3]성장 중[ffffff] 블루베리","[DECEA3]rosnący[ffffff] Czarna jagoda","[DECEA3]cultivo[ffffff] Mirtilo","[DECEA3]растет[ffffff] Черника","[DECEA3]Yetişen[ffffff] Yabanmersini","[DECEA3]生长中[ffffff] 蓝莓","[DECEA3]生長中[ffffff] 藍莓"
plantedBlueberry3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Blueberry Plant",,"[00ff00]Sammeln[ffffff] Heidelbeerpflanze","[00ff00]Cosechar[ffffff] Planta de moras","[00ff00]Récolter[ffffff] Plant de myrtille","[00ff00]Raccogli[ffffff] Pianta di mirtilli","[00ff00]採取する：[ffffff] ブルーベリー","[00ff00]수확[ffffff] 블루베리","[00ff00]Pozyskaj[ffffff] Czarna jagoda — roślina","[00ff00]Colher[ffffff] Planta de mirtilo","[00ff00]Добыть[ffffff] Растение «Черника»","[00ff00]Topla[ffffff] Yabanmersini Bitkisi","[00ff00]收集[ffffff] 蓝莓植株","[00ff00]收穫[ffffff] 藍莓植株"
plantedChrysanthemum1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Chrysanthemum",,"[aaaaab][DECEA3]Samen[ffffff] Chrysantheme","[aaaaab][DECEA3]semilla[ffffff] Crisantemo","[aaaaab][DECEA3]graine[ffffff] Chrysanthème","[aaaaab][DECEA3]seme[ffffff] Crisantemo","[aaaaab][DECEA3]種子[ffffff] 菊（種子）","[aaaaab][DECEA3]씨앗[ffffff] 국화","[aaaaab][DECEA3]nasiono[ffffff] Chryzantema","[aaaaab][DECEA3]semente[ffffff] Crisântemo","[aaaaab][DECEA3]семя[ffffff] Хризантема","[aaaaab][DECEA3]Tohum[ffffff] Krizantem","[aaaaab][DECEA3]种子[ffffff] 菊花（种子）","[aaaaab][DECEA3]種子[ffffff] 菊花（種子）"
plantedChrysanthemum2,blocks,Block,,,"[DECEA3]Growing[ffffff] Chrysanthemum",,"[DECEA3]Anbau[ffffff] Chrysantheme","[DECEA3]creciendo[ffffff] Crisantemo","[DECEA3]pousse[ffffff] Chrysanthème","[DECEA3]in crescita[ffffff] Crisantemo","[DECEA3]生育中[ffffff] 菊（生育中）","[DECEA3]성장 중[ffffff] 국화","[DECEA3]rosnący[ffffff] Chryzantema","[DECEA3]cultivo[ffffff] Crisântemo","[DECEA3]растет[ffffff] Хризантема","[DECEA3]Yetişen[ffffff] Krizantem","[DECEA3]生长中[ffffff] 菊花","[DECEA3]生長中[ffffff] 菊花"
plantedChrysanthemum3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Chrysanthemum",,"[00ff00]Sammeln[ffffff] Chrysantheme","[00ff00]Cosechar[ffffff] Crisantemo","[00ff00]Récolter[ffffff] Chrysanthème","[00ff00]Raccogli[ffffff] Crisantemo","[00ff00]採取する：[ffffff] 菊","[00ff00]수확[ffffff] 국화","[00ff00]Pozyskaj[ffffff] Chryzantema","[00ff00]Colher[ffffff] Crisântemo","[00ff00]Добыть[ffffff] Хризантема","[00ff00]Topla[ffffff] Krizantem","[00ff00]收集[ffffff] 菊花","[00ff00]收穫[ffffff] 菊花"
plantedCoffee1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Coffee",,"[aaaaab][DECEA3]Samen[ffffff] Kaffee","[aaaaab][DECEA3]semilla[ffffff] Café","[aaaaab][DECEA3]graine[ffffff] Café","[aaaaab][DECEA3]seme[ffffff] Caffè","[aaaaab][DECEA3]種子[ffffff] コーヒー（種子）","[aaaaab][DECEA3]씨앗[ffffff] 커피","[aaaaab][DECEA3]nasiono[ffffff] Kawa","[aaaaab][DECEA3]semente[ffffff] Café","[aaaaab][DECEA3]семя[ffffff] Кофейное дерево","[aaaaab][DECEA3]Tohum[ffffff] Kahve","[aaaaab][DECEA3]种子[ffffff] 咖啡（种子）","[aaaaab][DECEA3]種子[ffffff] 咖啡（種子）"
plantedCoffee2,blocks,Block,,,"[DECEA3]Growing[ffffff] Coffee",,"[DECEA3]Anbau[ffffff] Kaffee","[DECEA3]creciendo[ffffff] Café","[DECEA3]pousse[ffffff] Café","[DECEA3]in crescita[ffffff] Caffè","[DECEA3]生育中[ffffff] コーヒー（生育中）","[DECEA3]성장 중[ffffff] 커피","[DECEA3]rosnący[ffffff] Kawa","[DECEA3]cultivo[ffffff] Café","[DECEA3]растет[ffffff] Кофейное дерево","[DECEA3]Yetişen[ffffff] Kahve","[DECEA3]生长中[ffffff] 咖啡","[DECEA3]生長中[ffffff] 咖啡"
plantedCoffee3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Coffee Plant",,"[00ff00]Sammeln[ffffff] Kaffeepflanze","[00ff00]Cosechar[ffffff] Planta de café","[00ff00]Récolter[ffffff] Plant de café","[00ff00]Raccogli[ffffff] Pianta di caffè","[00ff00]採取する：[ffffff] コーヒー","[00ff00]수확[ffffff] 커피","[00ff00]Pozyskaj[ffffff] Kawa — roślina","[00ff00]Colher[ffffff] Planta de café","[00ff00]Добыть[ffffff] Растение «Кофейное дерево»","[00ff00]Topla[ffffff] Kahve Bitkisi","[00ff00]收集[ffffff] 咖啡植株","[00ff00]收穫[ffffff] 咖啡樹"
plantedCorn1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Corn",,"[aaaaab][DECEA3]Samen[ffffff] Mais","[aaaaab][DECEA3]semilla[ffffff] Maíz","[aaaaab][DECEA3]graine[ffffff] Maïs","[aaaaab][DECEA3]seme[ffffff] Granoturco","[aaaaab][DECEA3]種子[ffffff] トウモロコシ（種子）","[aaaaab][DECEA3]씨앗[ffffff] 옥수수","[aaaaab][DECEA3]nasiono[ffffff] Kukurydza","[aaaaab][DECEA3]semente[ffffff] Milho","[aaaaab][DECEA3]семя[ffffff] Кукуруза","[aaaaab][DECEA3]Tohum[ffffff] Mısır","[aaaaab][DECEA3]种子[ffffff] 玉米（种子）","[aaaaab][DECEA3]種子[ffffff] 玉米（種子）"
plantedCorn2,blocks,Block,,,"[DECEA3]Growing[ffffff] Corn",,"[DECEA3]Anbau[ffffff] Mais","[DECEA3]creciendo[ffffff] Maíz","[DECEA3]pousse[ffffff] Maïs","[DECEA3]in crescita[ffffff] Granoturco","[DECEA3]生育中[ffffff] トウモロコシ（生育中）","[DECEA3]성장 중[ffffff] 옥수수","[DECEA3]rosnący[ffffff] Kukurydza","[DECEA3]cultivo[ffffff] Milho","[DECEA3]растет[ffffff] Кукуруза","[DECEA3]Yetişen[ffffff] Mısır","[DECEA3]生长中[ffffff] 玉米","[DECEA3]生長中[ffffff] 玉米"
plantedCorn3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Corn Plant",,"[00ff00]Sammeln[ffffff] Maispflanze","[00ff00]Cosechar[ffffff] Planta de maíz","[00ff00]Récolter[ffffff] Plant de maïs","[00ff00]Raccogli[ffffff] Pianta di granoturco","[00ff00]採取する：[ffffff] トウモロコシ","[00ff00]수확[ffffff] 옥수수","[00ff00]Pozyskaj[ffffff] Kukurydza — roślina","[00ff00]Colher[ffffff] Planta de milho","[00ff00]Добыть[ffffff] Растение «Кукуруза»","[00ff00]Topla[ffffff] Mısır Bitkisi","[00ff00]收集[ffffff] 玉米植株","[00ff00]收穫[ffffff] 玉米植株"
plantedCotton1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Cotton",,"[aaaaab][DECEA3]Samen[ffffff] Baumwolle","[aaaaab][DECEA3]semilla[ffffff] Algodón","[aaaaab][DECEA3]graine[ffffff] Coton","[aaaaab][DECEA3]seme[ffffff] Cotone","[aaaaab][DECEA3]種子[ffffff] 綿花（種子）","[aaaaab][DECEA3]씨앗[ffffff] 목화","[aaaaab][DECEA3]nasiono[ffffff] Bawełna","[aaaaab][DECEA3]semente[ffffff] Algodão","[aaaaab][DECEA3]семя[ffffff] Хлопок","[aaaaab][DECEA3]Tohum[ffffff] Pamuk","[aaaaab][DECEA3]种子[ffffff] 棉花（种子）","[aaaaab][DECEA3]種子[ffffff] 棉花（種子）"
plantedCotton2,blocks,Block,,,"[DECEA3]Growing[ffffff] Cotton",,"[DECEA3]Anbau[ffffff] Baumwolle","[DECEA3]creciendo[ffffff] Algodón","[DECEA3]pousse[ffffff] Coton","[DECEA3]in crescita[ffffff] Cotone","[DECEA3]生育中[ffffff] 綿花（生育中）","[DECEA3]성장 중[ffffff] 목화","[DECEA3]rosnący[ffffff] Bawełna","[DECEA3]cultivo[ffffff] Algodão","[DECEA3]растет[ffffff] Хлопок","[DECEA3]Yetişen[ffffff] Pamuk","[DECEA3]生长中[ffffff] 棉花","[DECEA3]生長中[ffffff] 棉花"
plantedCotton3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Cotton Plant",,"[00ff00]Sammeln[ffffff] Baumwollpflanze","[00ff00]Cosechar[ffffff] Planta de algodón","[00ff00]Récolter[ffffff] Plant de coton","[00ff00]Raccogli[ffffff] Pianta di cotone","[00ff00]採取する：[ffffff] 綿花","[00ff00]수확[ffffff] 목화","[00ff00]Pozyskaj[ffffff] Bawełna — roślina","[00ff00]Colher[ffffff] Planta de algodão","[00ff00]Добыть[ffffff] Растение «Хлопок»","[00ff00]Topla[ffffff] Pamuk Bitkisi","[00ff00]收集[ffffff] 棉花植株","[00ff00]收穫[ffffff] 棉花植株"
plantedGoldenrod1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Goldenrod",,"[aaaaab][DECEA3]Samen[ffffff] Goldrute","[aaaaab][DECEA3]semilla[ffffff] Vara de oro","[aaaaab][DECEA3]graine[ffffff] Gerbe d'or","[aaaaab][DECEA3]seme[ffffff] Verga d'oro","[aaaaab][DECEA3]種子[ffffff] アキノキリンソウ（種子）","[aaaaab][DECEA3]씨앗[ffffff] 미역취","[aaaaab][DECEA3]nasiono[ffffff] Nawłoć","[aaaaab][DECEA3]semente[ffffff] Solidago","[aaaaab][DECEA3]семя[ffffff] Золотарник","[aaaaab][DECEA3]Tohum[ffffff] Altınbaşak","[aaaaab][DECEA3]种子[ffffff] 秋麒麟（种子）","[aaaaab][DECEA3]種子[ffffff] 麒麟草（種子）"
plantedGoldenrod2,blocks,Block,,,"[DECEA3]Growing[ffffff] Goldenrod",,"[DECEA3]Anbau[ffffff] Goldrute","[DECEA3]creciendo[ffffff] Vara de oro","[DECEA3]pousse[ffffff] Gerbe d'or","[DECEA3]in crescita[ffffff] Verga d'oro","[DECEA3]生育中[ffffff] アキノキリンソウ（生育中）","[DECEA3]성장 중[ffffff] 미역취","[DECEA3]rosnący[ffffff] Nawłoć","[DECEA3]cultivo[ffffff] Solidago","[DECEA3]растет[ffffff] Золотарник","[DECEA3]Yetişen[ffffff] Altınbaşak","[DECEA3]生长中[ffffff] 秋麒麟","[DECEA3]生長中[ffffff] 麒麟草"
plantedGoldenrod3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Goldenrod Flower",,"[00ff00]Sammeln[ffffff] Goldrutenpflanze","[00ff00]Cosechar[ffffff] Flor de vara de oro","[00ff00]Récolter[ffffff] Fleur de gerbe d'or","[00ff00]Raccogli[ffffff] Fiore di verga d'oro","[00ff00]採取する：[ffffff] アキノキリンソウの花","[00ff00]수확[ffffff] 미역취 꽃","[00ff00]Pozyskaj[ffffff] Nawłoć — kwiat","[00ff00]Colher[ffffff] Flor de solidago","[00ff00]Добыть[ffffff] Цветок золотарника","[00ff00]Topla[ffffff] Altınbaşak Çiçeği","[00ff00]收集[ffffff] 秋麒麟花","[00ff00]收穫[ffffff] 麒麟草花"
plantedGraceCorn1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Super Corn",,"[aaaaab][DECEA3]Samen[ffffff] Super-Mais","[aaaaab][DECEA3]semilla[ffffff] Supermaíz","[aaaaab][DECEA3]graine[ffffff] Super maïs","[aaaaab][DECEA3]seme[ffffff] Granoturco super","[aaaaab][DECEA3]種子[ffffff] スーパーコーン（種子）","[aaaaab][DECEA3]씨앗[ffffff] 슈퍼 옥수수","[aaaaab][DECEA3]nasiono[ffffff] Super kukurydza","[aaaaab][DECEA3]semente[ffffff] Supermilho","[aaaaab][DECEA3]семя[ffffff] Суперкукуруза","[aaaaab][DECEA3]Tohum[ffffff] Süper Mısır","[aaaaab][DECEA3]种子[ffffff] 超级玉米（种子）","[aaaaab][DECEA3]種子[ffffff] 超級玉米（種子）"
plantedGraceCorn2,blocks,Block,,,"[DECEA3]Growing[ffffff] Super Corn",,"[DECEA3]Anbau[ffffff] Super-Mais","[DECEA3]creciendo[ffffff] Supermaíz","[DECEA3]pousse[ffffff] Super maïs","[DECEA3]in crescita[ffffff] Granoturco super","[DECEA3]生育中[ffffff] スーパーコーン（生育中）","[DECEA3]성장 중[ffffff] 슈퍼 옥수수","[DECEA3]rosnący[ffffff] Super kukurydza","[DECEA3]cultivo[ffffff] Supermilho","[DECEA3]растет[ffffff] Суперкукуруза","[DECEA3]Yetişen[ffffff] Süper Mısır","[DECEA3]生长中[ffffff] 超级玉米","[DECEA3]生長中[ffffff] 超級玉米"
plantedGraceCorn3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Super Corn",,"[00ff00]Sammeln[ffffff] Super-Mais","[00ff00]Cosechar[ffffff] Supermaíz","[00ff00]Récolter[ffffff] Super maïs","[00ff00]Raccogli[ffffff] Granoturco super","[00ff00]採取する：[ffffff] スーパーコーン","[00ff00]수확[ffffff] 슈퍼 옥수수","[00ff00]Pozyskaj[ffffff] Super kukurydza","[00ff00]Colher[ffffff] Supermilho","[00ff00]Добыть[ffffff] Суперкукуруза","[00ff00]Topla[ffffff] Süper Mısır","[00ff00]收集[ffffff] 超级玉米","[00ff00]收穫[ffffff] 超級玉米"
plantedHop1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Hop",,"[aaaaab][DECEA3]Samen[ffffff] Hopfen","[aaaaab][DECEA3]semilla[ffffff] Lúpulo","[aaaaab][DECEA3]graine[ffffff] Houblon","[aaaaab][DECEA3]seme[ffffff] Luppolo","[aaaaab][DECEA3]種子[ffffff] ホップ（種子）","[aaaaab][DECEA3]씨앗[ffffff] 홉","[aaaaab][DECEA3]nasiono[ffffff] Chmiel","[aaaaab][DECEA3]semente[ffffff] Lúpulo","[aaaaab][DECEA3]семя[ffffff] Хмель","[aaaaab][DECEA3]Tohum[ffffff] Şerbetçiotu","[aaaaab][DECEA3]种子[ffffff] 啤酒花（种子）","[aaaaab][DECEA3]種子[ffffff] 啤酒花（種子）"
plantedHop2,blocks,Block,,,"[DECEA3]Growing[ffffff] Hop",,"[DECEA3]Anbau[ffffff] Hopfen","[DECEA3]creciendo[ffffff] Lúpulo","[DECEA3]pousse[ffffff] Houblon","[DECEA3]in crescita[ffffff] Luppolo","[DECEA3]生育中[ffffff] ホップ（生育中）","[DECEA3]성장 중[ffffff] 홉","[DECEA3]rosnący[ffffff] Chmiel","[DECEA3]cultivo[ffffff] Lúpulo","[DECEA3]растет[ffffff] Хмель","[DECEA3]Yetişen[ffffff] Şerbetçiotu","[DECEA3]生长中[ffffff] 啤酒花","[DECEA3]生長中[ffffff] 啤酒花"
plantedHop3HarvestDesc,blocks,Block,,,"[00ff00]Harvest[ffffff] Hop Plant",,"[00ff00]Sammeln[ffffff] Hopfenpflanze","[00ff00]Cosechar[ffffff] Planta de lúpulo","[00ff00]Récolter[ffffff] Plant de houblon","[00ff00]Raccogli[ffffff] Pianta di luppolo","[00ff00]採取する：[ffffff] ホップ","[00ff00]수확[ffffff] 홉","[00ff00]Pozyskaj[ffffff] Chmiel — roślina","[00ff00]Colher[ffffff] Planta de lúpulo","[00ff00]Добыть[ffffff] Растение «Хмель»","[00ff00]Topla[ffffff] Şerbetçiotu Bitkisi","[00ff00]收集[ffffff] 啤酒花植株","[00ff00]收穫[ffffff] 啤酒花植株"
plantedMushroom1,blocks,Block,,,"[aaaaab][DECEA3]Seed[ffffff] Mushroom Spores",,"[aaaaab][DECEA3]Samen[ffffff] Pilzsporen","[aaaaab][DECEA3]semilla[ffffff] Esporas de seta","[aaaaab][DECEA3]graine[ffffff] Spores de champignon","[aaaaab][DECEA3]seme[ffffff] Spore di fungo","[aaaaab][DECEA3]種子[ffffff] キノコ胞子（種子）","[aaaaab][DECEA3]씨앗[ffffff] 버섯 포자","[aaaaab][DECEA3]nasiono[ffffff] Zarodniki grzybów","[aaaaab][DECEA3]semente[ffffff] Esporos de cogumelos","[aaaaab][DECEA3]семя[ffffff] Споры гриба","[aaaaab][DECEA3]Tohum[ffffff] Mantar Sporları","[aaaaab][DECEA3]种子[ffffff] 蘑菇孢子（种子）","[aaaaab][DECEA3]種子[ffffff] 蘑菇孢子（種子）"
